"Phytophthora","Host","Level.2","Level.1","Total","PxH.in.Scotland"
"P. cinnamomi","Kalmia","Southeastern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Kalmia","Southwestern Europe","Europe",1,"Yes"
"P. cinnamomi","Kingia","Australia","Australasia",1,NA
"P. cinnamomi","Knightia","New Zealand","Australasia",5,NA
"P. cinnamomi","Kunzea","Australia","Australasia",11,NA
"P. cinnamomi","Lactuca","Australia","Australasia",1,NA
"P. cinnamomi","Lagunaria","Australia","Australasia",1,NA
"P. cinnamomi","Larix","0","Northern America",5,NA
"P. cinnamomi","Larix","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Larix","New Zealand","Australasia",12,NA
"P. cinnamomi","Larix","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Lasiopetalum","Australia","Australasia",2,NA
"P. cinnamomi","Laurus","Southwestern Europe","Europe",2,"Yes"
"P. cinnamomi","Lavandula","0","Europe",1,NA
"P. cinnamomi","Lavandula","Middle Europe","Europe",1,NA
"P. cinnamomi","Lepidosperma","Australia","Australasia",3,NA
"P. cinnamomi","Leptecophylla","0","Northern America",1,NA
"P. cinnamomi","Leptecophylla","New Zealand","Australasia",4,NA
"P. cinnamomi","Leptecophylla","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Leptospermum","Australia","Australasia",9,NA
"P. cinnamomi","Leptospermum","New Zealand","Australasia",5,NA
"P. cinnamomi","Leschenaultia","Australia","Australasia",1,NA
"P. cinnamomi","Leucadendron","0","Northern America",7,NA
"P. cinnamomi","Leucadendron","Australia","Australasia",18,NA
"P. cinnamomi","Leucadendron","New Zealand","Australasia",13,NA
"P. cinnamomi","Leucadendron","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Leucadendron","Southern Africa","Africa",147,NA
"P. cinnamomi","Leucadendron","Southwestern U.S.A.","Northern America",6,NA
"P. cinnamomi","Leucadendron","Western Asia","Asia-Temperate",2,NA
"P. cinnamomi","Leucophyllum","0","Northern America",1,NA
"P. cinnamomi","Leucophyllum","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Leucopogon","Australia","Australasia",21,NA
"P. cinnamomi","Leucopogon","New Zealand","Australasia",4,NA
"P. cinnamomi","Leucospermum","0","Northern America",2,NA
"P. cinnamomi","Leucospermum","Australia","Australasia",12,NA
"P. cinnamomi","Leucospermum","New Zealand","Australasia",3,NA
"P. cinnamomi","Leucospermum","North-Central Pacific","Pacific",3,NA
"P. cinnamomi","Leucospermum","Southern Africa","Africa",158,NA
"P. cinnamomi","Leucospermum","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Leycesteria","Australia","Australasia",1,NA
"P. cinnamomi","Lilium","Australia","Australasia",1,NA
"P. cinnamomi","Lilium","Eastern Asia","Asia-Temperate",3,NA
"P. cinnamomi","Limonium","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Liparia","Southern Africa","Africa",2,NA
"P. cinnamomi","Liriodendron","0","Northern America",2,NA
"P. cinnamomi","Lissanthe","Australia","Australasia",2,NA
"P. cinnamomi","Litchi","Australia","Australasia",3,NA
"P. cinnamomi","Lithocarpus","Eastern Asia","Asia-Temperate",4,NA
"P. cinnamomi","Litsea","New Zealand","Australasia",1,NA
"P. cinnamomi","Lomatia","Australia","Australasia",2,NA
"P. cinnamomi","Lophomyrtus","New Zealand","Australasia",4,NA
"P. cinnamomi","Lophostemon","Australia","Australasia",3,NA
"P. cinnamomi","Lophostemon","New Zealand","Australasia",1,NA
"P. cinnamomi","Luma","Southern South America","Southern America",3,NA
"P. cinnamomi","Lupinus","Australia","Australasia",19,NA
"P. cinnamomi","Lupinus","New Zealand","Australasia",4,NA
"P. cinnamomi","Lycopodium","Australia","Australasia",4,NA
"P. cinnamomi","Lycopodium","New Zealand","Australasia",4,NA
"P. cinnamomi","Lycopodium","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Macadamia","0","Northern America",5,NA
"P. cinnamomi","Macadamia","Australia","Australasia",22,NA
"P. cinnamomi","Macadamia","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Macadamia","New Zealand","Australasia",9,NA
"P. cinnamomi","Macadamia","North-Central Pacific","Pacific",2,NA
"P. cinnamomi","Macadamia","Southern Africa","Africa",2,NA
"P. cinnamomi","Macadamia","Southwestern U.S.A.","Northern America",5,NA
"P. cinnamomi","Machilus","Eastern Asia","Asia-Temperate",5,NA
"P. cinnamomi","Macrozamia","Australia","Australasia",5,NA
"P. cinnamomi","Magnolia","Australia","Australasia",1,NA
"P. cinnamomi","Magnolia","Indo-China","Asia-Tropical",1,NA
"P. cinnamomi","Magnolia","New Zealand","Australasia",2,NA
"P. cinnamomi","Magnolia","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Mandevilla","Mexico","Northern America",2,NA
"P. cinnamomi","Melaleuca","Australia","Australasia",28,NA
"P. cinnamomi","Melaleuca","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Melanopsidium","Central America","Southern America",1,NA
"P. cinnamomi","Melanopsidium","China","Asia-Temperate",1,NA
"P. cinnamomi","Melanopsidium","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Melastoma","0","Northern America",1,NA
"P. cinnamomi","Melastoma","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Melicytus","New Zealand","Australasia",4,NA
"P. cinnamomi","Meryta","New Zealand","Australasia",4,NA
"P. cinnamomi","Metrosideros","Australia","Australasia",4,NA
"P. cinnamomi","Metrosideros","New Zealand","Australasia",5,NA
"P. cinnamomi","Metrosideros","North-Central Pacific","Pacific",4,NA
"P. cinnamomi","Microbiota","Middle Europe","Europe",2,NA
"P. cinnamomi","Micromyrtus","Australia","Australasia",2,NA
"P. cinnamomi","Mimetes","Southern Africa","Africa",9,NA
"P. cinnamomi","Mirbelia","Australia","Australasia",2,NA
"P. cinnamomi","Mitrasacme","Australia","Australasia",1,NA
"P. cinnamomi","Monotoca","Australia","Australasia",5,NA
"P. cinnamomi","Mucuna","0","Northern America",1,NA
"P. cinnamomi","Mucuna","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Myrsine","0","Northern America",2,NA
"P. cinnamomi","Myrsine","New Zealand","Australasia",5,NA
"P. cinnamomi","Myrsine","North-Central Pacific","Pacific",2,NA
"P. cinnamomi","Myrtus","Southeastern Europe","Europe",4,NA
"P. cinnamomi","Nematolepis","Australia","Australasia",3,NA
"P. cinnamomi","Neolitsea","Indo-China","Asia-Tropical",1,NA
"P. cinnamomi","Neopanax","New Zealand","Australasia",4,NA
"P. cinnamomi","Nestegis","New Zealand","Australasia",4,NA
"P. cinnamomi","Nicotiana","0","0",1,NA
"P. cinnamomi","Nothofagus","Australia","Australasia",15,NA
"P. cinnamomi","Nothofagus","New Zealand","Australasia",24,NA
"P. cinnamomi","Nothofagus","Papuasia","Asia-Tropical",2,NA
"P. cinnamomi","Nothofagus","Southern South America","Southern America",3,NA
"P. cinnamomi","Notholithocarpus","0","Northern America",4,NA
"P. cinnamomi","Notholithocarpus","Northwestern U.S.A.","Northern America",3,NA
"P. cinnamomi","Notholithocarpus","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Nymania","Southern Africa","Africa",2,NA
"P. cinnamomi","Ocotea","Central America","Southern America",2,NA
"P. cinnamomi","Ocotea","Southern Africa","Africa",2,NA
"P. cinnamomi","Ocotea","Western South America","Southern America",2,NA
"P. cinnamomi","Olea","Australia","Australasia",3,NA
"P. cinnamomi","Olea","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Olearia","Australia","Australasia",3,NA
"P. cinnamomi","Olearia","New Zealand","Australasia",4,NA
"P. cinnamomi","Orothamnus","Southern Africa","Africa",6,NA
"P. cinnamomi","Oxylobium","Australia","Australasia",11,NA
"P. cinnamomi","Panax","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Pandanus","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Pandorea","Australia","Australasia",1,NA
"P. cinnamomi","Paranomus","Southern Africa","Africa",4,NA
"P. cinnamomi","Passiflora","Australia","Australasia",3,NA
"P. cinnamomi","Passiflora","Brazil","Southern America",1,NA
"P. cinnamomi","Passiflora","New Zealand","Australasia",6,NA
"P. cinnamomi","Passiflora","Southwestern Pacific","Pacific",2,NA
"P. cinnamomi","Patersonia","Australia","Australasia",4,NA
"P. cinnamomi","Pectinopitys","New Zealand","Australasia",4,NA
"P. cinnamomi","Pentameris","Australia","Australasia",2,NA
"P. cinnamomi","Pericallis","New Zealand","Australasia",2,"Yes"
"P. cinnamomi","Pericalymma","Australia","Australasia",2,NA
"P. cinnamomi","Perrottetia","0","Northern America",1,NA
"P. cinnamomi","Perrottetia","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Persea","0","0",1,NA
"P. cinnamomi","Persea","0","Northern America",10,NA
"P. cinnamomi","Persea","0","Southern America",1,NA
"P. cinnamomi","Persea","Australia","Australasia",131,NA
"P. cinnamomi","Persea","Brazil","Southern America",4,NA
"P. cinnamomi","Persea","Caribbean","Southern America",16,NA
"P. cinnamomi","Persea","Central America","Southern America",12,NA
"P. cinnamomi","Persea","China","Asia-Temperate",1,NA
"P. cinnamomi","Persea","Eastern Asia","Asia-Temperate",4,NA
"P. cinnamomi","Persea","Macaronesia","Africa",1,NA
"P. cinnamomi","Persea","Malesia","Asia-Tropical",4,NA
"P. cinnamomi","Persea","Mexico","Northern America",9,NA
"P. cinnamomi","Persea","New Zealand","Australasia",7,NA
"P. cinnamomi","Persea","North-Central Pacific","Pacific",3,NA
"P. cinnamomi","Persea","Northern South America","Southern America",3,NA
"P. cinnamomi","Persea","Papuasia","Asia-Tropical",4,NA
"P. cinnamomi","Persea","South Tropical Africa","Africa",3,NA
"P. cinnamomi","Persea","Southeastern Europe","Europe",4,NA
"P. cinnamomi","Persea","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Persea","Southern Africa","Africa",8,NA
"P. cinnamomi","Persea","Southern South America","Southern America",12,NA
"P. cinnamomi","Persea","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Persea","Southwestern Pacific","Pacific",2,NA
"P. cinnamomi","Persea","Southwestern U.S.A.","Northern America",13,NA
"P. cinnamomi","Persea","Western Asia","Asia-Temperate",4,NA
"P. cinnamomi","Persea","Western Indian Ocean","Africa",1,NA
"P. cinnamomi","Persea","Western South America","Southern America",114,NA
"P. cinnamomi","Persoonia","Australia","Australasia",3,NA
"P. cinnamomi","Petrophile","Australia","Australasia",7,NA
"P. cinnamomi","Phaseolus","Southern South America","Southern America",1,NA
"P. cinnamomi","Philotheca","Australia","Australasia",1,NA
"P. cinnamomi","Phormium","New Zealand","Australasia",4,NA
"P. cinnamomi","Phyllocladus","New Zealand","Australasia",7,NA
"P. cinnamomi","Picea","0","Northern America",9,NA
"P. cinnamomi","Picea","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Picea","Southeastern U.S.A.","Northern America",7,NA
"P. cinnamomi","Picea","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Picea","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pieris","0","Northern America",4,"Yes"
"P. cinnamomi","Pieris","Australia","Australasia",5,"Yes"
"P. cinnamomi","Pieris","Middle Europe","Europe",2,"Yes"
"P. cinnamomi","Pieris","New Zealand","Australasia",6,"Yes"
"P. cinnamomi","Pieris","Northwestern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Pieris","Southeastern U.S.A.","Northern America",3,"Yes"
"P. cinnamomi","Pimelea","Australia","Australasia",9,NA
"P. cinnamomi","Pinus","0","Northern America",20,"Yes"
"P. cinnamomi","Pinus","Australia","Australasia",42,"Yes"
"P. cinnamomi","Pinus","Brazil","Southern America",2,"Yes"
"P. cinnamomi","Pinus","Caribbean","Southern America",2,"Yes"
"P. cinnamomi","Pinus","Malesia","Asia-Tropical",1,"Yes"
"P. cinnamomi","Pinus","Middle Europe","Europe",10,"Yes"
"P. cinnamomi","Pinus","New Zealand","Australasia",138,"Yes"
"P. cinnamomi","Pinus","Southeastern Europe","Europe",6,"Yes"
"P. cinnamomi","Pinus","Southeastern U.S.A.","Northern America",14,"Yes"
"P. cinnamomi","Pinus","Southern Africa","Africa",14,"Yes"
"P. cinnamomi","Pinus","Southern South America","Southern America",1,"Yes"
"P. cinnamomi","Pinus","Southwestern Europe","Europe",6,"Yes"
"P. cinnamomi","Pinus","Southwestern U.S.A.","Northern America",8,"Yes"
"P. cinnamomi","Piper","New Zealand","Australasia",1,NA
"P. cinnamomi","Pipturus","0","Northern America",1,NA
"P. cinnamomi","Pipturus","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Pistacia","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Platanus","0","Northern America",3,NA
"P. cinnamomi","Platanus","Australia","Australasia",4,NA
"P. cinnamomi","Platanus","New Zealand","Australasia",3,NA
"P. cinnamomi","Platanus","Southeastern Europe","Europe",7,NA
"P. cinnamomi","Platanus","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Platanus","Southern South America","Southern America",2,NA
"P. cinnamomi","Platanus","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Platylobium","Australia","Australasia",3,NA
"P. cinnamomi","Platysace","Australia","Australasia",2,NA
"P. cinnamomi","Podocarpus","Australia","Australasia",5,NA
"P. cinnamomi","Podotheca","Australia","Australasia",2,NA
"P. cinnamomi","Polygala","Australia","Australasia",1,NA
"P. cinnamomi","Polystichum","0","Northern America",2,NA
"P. cinnamomi","Polystichum","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Pomaderris","Australia","Australasia",2,NA
"P. cinnamomi","Protea","0","Northern America",7,NA
"P. cinnamomi","Protea","Australia","Australasia",22,NA
"P. cinnamomi","Protea","New Zealand","Australasia",2,NA
"P. cinnamomi","Protea","North-Central Pacific","Pacific",4,NA
"P. cinnamomi","Protea","Southern Africa","Africa",95,NA
"P. cinnamomi","Protea","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Protea","Southwestern U.S.A.","Northern America",4,NA
"P. cinnamomi","Prunus","0","Northern America",3,"Yes"
"P. cinnamomi","Prunus","Australia","Australasia",13,"Yes"
"P. cinnamomi","Prunus","New Zealand","Australasia",4,"Yes"
"P. cinnamomi","Prunus","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Prunus","Southern Africa","Africa",2,"Yes"
"P. cinnamomi","Prunus","Southwestern Europe","Europe",2,"Yes"
"P. cinnamomi","Prunus","Southwestern U.S.A.","Northern America",5,"Yes"
"P. cinnamomi","Pseudopanax","New Zealand","Australasia",4,NA
"P. cinnamomi","Pseudotsuga","0","Northern America",1,NA
"P. cinnamomi","Pseudotsuga","Australia","Australasia",2,NA
"P. cinnamomi","Pseudotsuga","New Zealand","Australasia",26,NA
"P. cinnamomi","Pseudotsuga","Northwestern U.S.A.","Northern America",4,NA
"P. cinnamomi","Pseudotsuga","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pseudotsuga","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Pseudotsuga","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Psidium","0","Northern America",1,NA
"P. cinnamomi","Psidium","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Psychotria","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Pteris","0","Northern America",1,NA
"P. cinnamomi","Pteris","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pterochaeta","Australia","Australasia",5,NA
"P. cinnamomi","Pterophylla","New Zealand","Australasia",1,NA
"P. cinnamomi","Pultenaea","Australia","Australasia",17,NA
"P. cinnamomi","Pyracantha","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pyrus","0","Northern America",2,NA
"P. cinnamomi","Pyrus","Australia","Australasia",5,NA
"P. cinnamomi","Pyrus","Northern Africa","Africa",2,NA
"P. cinnamomi","Pyrus","Northwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Pyrus","Southern Africa","Africa",2,NA
"P. cinnamomi","Quercus","0","Northern America",31,NA
"P. cinnamomi","Quercus","Eastern Asia","Asia-Temperate",20,NA
"P. cinnamomi","Quercus","Indo-China","Asia-Tropical",1,NA
"P. cinnamomi","Quercus","Mexico","Northern America",6,NA
"P. cinnamomi","Quercus","New Zealand","Australasia",3,NA
"P. cinnamomi","Quercus","North-Central U.S.A.","Northern America",1,NA
"P. cinnamomi","Quercus","Northeastern U.S.A.","Northern America",7,NA
"P. cinnamomi","Quercus","Southeastern Europe","Europe",21,NA
"P. cinnamomi","Quercus","Southeastern U.S.A.","Northern America",6,NA
"P. cinnamomi","Quercus","Southern Africa","Africa",5,NA
"P. cinnamomi","Quercus","Southwestern Europe","Europe",248,NA
"P. cinnamomi","Quercus","Southwestern U.S.A.","Northern America",12,NA
"P. cinnamomi","Quercus","Western Asia","Asia-Temperate",2,NA
"P. cinnamomi","Rhamnus","Southeastern Europe","Europe",2,NA
"P. cinnamomi","Rhamnus","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Rhaphiolepis","Australia","Australasia",2,NA
"P. cinnamomi","Rhododendron","0","0",1,"Yes"
"P. cinnamomi","Rhododendron","0","Northern America",24,"Yes"
"P. cinnamomi","Rhododendron","Australia","Australasia",18,"Yes"
"P. cinnamomi","Rhododendron","China","Asia-Temperate",5,"Yes"
"P. cinnamomi","Rhododendron","Eastern Asia","Asia-Temperate",11,"Yes"
"P. cinnamomi","Rhododendron","Indo-China","Asia-Tropical",1,"Yes"
"P. cinnamomi","Rhododendron","Mexico","Northern America",7,"Yes"
"P. cinnamomi","Rhododendron","Middle Europe","Europe",35,"Yes"
"P. cinnamomi","Rhododendron","New Zealand","Australasia",5,"Yes"
"P. cinnamomi","Rhododendron","North-Central Pacific","Pacific",2,"Yes"
"P. cinnamomi","Rhododendron","North-Central U.S.A.","Northern America",4,"Yes"
"P. cinnamomi","Rhododendron","Northeastern U.S.A.","Northern America",18,"Yes"
"P. cinnamomi","Rhododendron","Northern Europe","Europe",2,"Yes"
"P. cinnamomi","Rhododendron","Northwestern U.S.A.","Northern America",8,"Yes"
"P. cinnamomi","Rhododendron","Southeastern U.S.A.","Northern America",16,"Yes"
"P. cinnamomi","Rhododendron","Southern Africa","Africa",1,"Yes"
"P. cinnamomi","Rhododendron","Southwestern Europe","Europe",1,"Yes"
"P. cinnamomi","Rhododendron","Southwestern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Richardia","0","Northern America",2,NA
"P. cinnamomi","Richardia","North-Central Pacific","Pacific",2,NA
"P. cinnamomi","Ricinocarpos","Australia","Australasia",1,NA
"P. cinnamomi","Ricinus","0","Northern America",1,NA
"P. cinnamomi","Ricinus","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Robinia","0","Northern America",2,NA
"P. cinnamomi","Robinia","China","Asia-Temperate",4,NA
"P. cinnamomi","Robinia","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Rosa","Australia","Australasia",1,NA
"P. cinnamomi","Rubus","0","Northern America",1,NA
"P. cinnamomi","Rubus","Australia","Australasia",3,NA
"P. cinnamomi","Rubus","New Zealand","Australasia",12,NA
"P. cinnamomi","Rubus","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Rytidosperma","Australia","Australasia",2,NA
"P. cinnamomi","Salvia","Australia","Australasia",2,NA
"P. cinnamomi","Salvia","New Zealand","Australasia",4,NA
"P. cinnamomi","Sarracenia","Middle Europe","Europe",1,NA
"P. cinnamomi","Saxegothaea","Southern South America","Southern America",4,NA
"P. cinnamomi","Scaevola","Australia","Australasia",1,NA
"P. cinnamomi","Sciadopitys","New Zealand","Australasia",4,NA
"P. cinnamomi","Sciadopitys","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Sciadopitys","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Senna","Australia","Australasia",1,NA
"P. cinnamomi","Sequoia","New Zealand","Australasia",2,NA
"P. cinnamomi","Sequoia","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Sequoiadendron","Australia","Australasia",2,"Yes"
"P. cinnamomi","Serruria","Australia","Australasia",10,NA
"P. cinnamomi","Serruria","New Zealand","Australasia",2,NA
"P. cinnamomi","Serruria","Southern Africa","Africa",6,NA
"P. cinnamomi","Siloxerus","Australia","Australasia",2,NA
"P. cinnamomi","Solanum","0","Northern America",2,NA
"P. cinnamomi","Solanum","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Solanum","Southern South America","Southern America",2,NA
"P. cinnamomi","Sophora","0","Northern America",1,NA
"P. cinnamomi","Sophora","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Sorbus","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Spathiphyllum","Australia","Australasia",2,NA
"P. cinnamomi","Sphenotoma","Australia","Australasia",2,NA
"P. cinnamomi","Sprengelia","Australia","Australasia",4,NA
"P. cinnamomi","Stenanthera","Australia","Australasia",1,NA
"P. cinnamomi","Stirlingia","Australia","Australasia",1,NA
"P. cinnamomi","Stylidium","Australia","Australasia",9,NA
"P. cinnamomi","Styphelia","Australia","Australasia",4,NA
"P. cinnamomi","Symphytum","Australia","Australasia",2,NA
"P. cinnamomi","Syncarpia","Australia","Australasia",1,NA
"P. cinnamomi","Syzygium","Australia","Australasia",2,NA
"P. cinnamomi","Syzygium","Malesia","Asia-Tropical",2,NA
"P. cinnamomi","Syzygium","New Zealand","Australasia",4,NA
"P. cinnamomi","Tabebuia","Australia","Australasia",1,NA
"P. cinnamomi","Tabebuia","Middle Europe","Europe",2,NA
"P. cinnamomi","Tanacetum","0","0",2,NA
"P. cinnamomi","Tasmannia","Australia","Australasia",4,"Yes"
"P. cinnamomi","Taxus","0","Northern America",9,"Yes"
"P. cinnamomi","Taxus","Australia","Australasia",3,"Yes"
"P. cinnamomi","Taxus","Middle Europe","Europe",3,"Yes"
"P. cinnamomi","Taxus","New Zealand","Australasia",2,"Yes"
"P. cinnamomi","Taxus","Northeastern U.S.A.","Northern America",3,"Yes"
"P. cinnamomi","Taxus","Northwestern U.S.A.","Northern America",3,"Yes"
"P. cinnamomi","Taxus","Southeastern Europe","Europe",7,"Yes"
"P. cinnamomi","Taxus","Southeastern U.S.A.","Northern America",4,"Yes"
"P. cinnamomi","Tecomaria","Australia","Australasia",2,NA
"P. cinnamomi","Telopea","Australia","Australasia",6,NA
"P. cinnamomi","Telopea","New Zealand","Australasia",5,NA
"P. cinnamomi","Telopea","Southern Africa","Africa",4,NA
"P. cinnamomi","Tetratheca","Australia","Australasia",8,NA
"P. cinnamomi","Thomasia","Australia","Australasia",4,NA
"P. cinnamomi","Thryptomene","Australia","Australasia",8,NA
"P. cinnamomi","Thryptomene","New Zealand","Australasia",4,NA
"P. cinnamomi","Thuja","0","Northern America",4,NA
"P. cinnamomi","Thuja","North-Central Pacific","Pacific",2,NA
"P. cinnamomi","Thuja","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Thuja","Southern Africa","Africa",1,NA
"P. cinnamomi","Thuja","Southern South America","Southern America",2,NA
"P. cinnamomi","Thuja","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Thuja","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Toona","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Torreya","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Trachymene","Australia","Australasia",2,NA
"P. cinnamomi","Trifolium","Australia","Australasia",1,NA
"P. cinnamomi","Trymalium","Australia","Australasia",2,NA
"P. cinnamomi","Tsuga","0","Northern America",1,"Yes"
"P. cinnamomi","Tsuga","New Zealand","Australasia",1,"Yes"
"P. cinnamomi","Tsuga","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Ugni","Australia","Australasia",1,NA
"P. cinnamomi","Ulex","Australia","Australasia",1,NA
"P. cinnamomi","Umbellularia","0","Northern America",1,NA
"P. cinnamomi","Umbellularia","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Urostemon","New Zealand","Australasia",4,NA
"P. cinnamomi","Vaccinium","0","Northern America",10,"Yes"
"P. cinnamomi","Vaccinium","Australia","Australasia",26,"Yes"
"P. cinnamomi","Vaccinium","China","Asia-Temperate",3,"Yes"
"P. cinnamomi","Vaccinium","Mexico","Northern America",1,"Yes"
"P. cinnamomi","Vaccinium","Middle Europe","Europe",8,"Yes"
"P. cinnamomi","Vaccinium","New Zealand","Australasia",4,"Yes"
"P. cinnamomi","Vaccinium","Northeastern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Vaccinium","Northwestern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Vaccinium","Southeastern Europe","Europe",4,"Yes"
"P. cinnamomi","Vaccinium","Southeastern U.S.A.","Northern America",8,"Yes"
"P. cinnamomi","Vaccinium","Southern South America","Southern America",5,"Yes"
"P. cinnamomi","Vaccinium","Southwestern U.S.A.","Northern America",3,"Yes"
"P. cinnamomi","Vaccinium","Western Asia","Asia-Temperate",1,"Yes"
"P. cinnamomi","Vaccinium","Western Canada","Northern America",1,"Yes"
"P. cinnamomi","Vaccinium","Western South America","Southern America",1,"Yes"
"P. cinnamomi","Vernicia","0","Northern America",3,NA
"P. cinnamomi","Vernicia","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Veronica","New Zealand","Australasia",4,NA
"P. cinnamomi","Verticordia","Australia","Australasia",12,NA
"P. cinnamomi","Viburnum","Australia","Australasia",3,NA
"P. cinnamomi","Viburnum","Southeastern Europe","Europe",2,NA
"P. cinnamomi","Viburnum","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Vigna","Australia","Australasia",6,NA
"P. cinnamomi","Viola","Australia","Australasia",1,NA
"P. cinnamomi","Vitex","New Zealand","Australasia",1,NA
"P. cinnamomi","Vitis","Australia","Australasia",14,NA
"P. cinnamomi","Vitis","New Zealand","Australasia",10,NA
"P. cinnamomi","Vitis","Southern Africa","Africa",19,NA
"P. cinnamomi","Vitis","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Washingtonia","Australia","Australasia",1,NA
"P. cinnamomi","Widdringtonia","Southern Africa","Africa",3,NA
"P. cinnamomi","Wodyetia","Australia","Australasia",2,NA
"P. cinnamomi","Wollemia","Australia","Australasia",70,NA
"P. cinnamomi","Xanthomyrtus","0","Northern America",2,NA
"P. cinnamomi","Xanthomyrtus","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Xanthorrhoea","Australia","Australasia",51,NA
"P. cinnamomi","Xanthorrhoea","New Zealand","Australasia",2,NA
"P. cinnamomi","Xeronema","New Zealand","Australasia",5,NA
"P. cinnamomi","Xerophyllum","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Xylomelum","Australia","Australasia",2,NA
"P. cinnamomi","Zamia","Eastern Asia","Asia-Temperate",1,NA
"P. kernoviae","Agathis","New Zealand","Australasia",1,NA
"P. kernoviae","Annona","New Zealand","Australasia",22,NA
"P. kernoviae","Drimys","Northern Europe","Europe",1,NA
"P. kernoviae","Drimys","Southern South America","Southern America",2,NA
"P. kernoviae","Fagus","0","0",1,"Yes"
"P. kernoviae","Fagus","New Zealand","Australasia",1,"Yes"
"P. kernoviae","Ficus","New Zealand","Australasia",1,NA
"P. kernoviae","Magnolia","0","0",1,"Yes"
"P. kernoviae","Magnolia","New Zealand","Australasia",1,"Yes"
"P. kernoviae","Pectinopitys","New Zealand","Australasia",1,NA
"P. kernoviae","Pinus","New Zealand","Australasia",47,NA
"P. kernoviae","Rhododendron","0","0",1,"Yes"
"P. kernoviae","Rhododendron","New Zealand","Australasia",7,"Yes"
"P. kernoviae","Rhododendron","Northern Europe","Europe",12,"Yes"
