"Phytophthora","Host","Total","Trade","widerEnvironment","Unknown","PxH in Scotland?"
"P. cinnamomi","Araucaria heterophylla",4,NA,NA,4,NA
"P. cinnamomi","Arbutus andrachne",2,NA,NA,2,NA
"P. cinnamomi","Arbutus menziesii",2,NA,NA,2,NA
"P. cinnamomi","Arbutus unedo",2,NA,NA,2,NA
"P. cinnamomi","Archidasyphyllum diacanthoides",2,NA,NA,2,NA
"P. cinnamomi","Archontophoenix cunninghamiana",1,NA,NA,1,NA
"P. cinnamomi","Arctostaphylos densiflora",2,NA,NA,2,NA
"P. cinnamomi","Arctostaphylos myrtifolia",2,NA,NA,2,NA
"P. cinnamomi","Arctostaphylos uva-ursi",1,NA,NA,1,NA
"P. cinnamomi","Arctostaphylos viscida",2,NA,NA,2,NA
"P. cinnamomi","Aristotelia chilensis",3,NA,NA,3,NA
"P. cinnamomi","Aristotelia serrata",1,NA,NA,1,NA
"P. cinnamomi","Astelia trinervia",4,NA,NA,4,NA
"P. cinnamomi","Aucuba japonica",4,NA,NA,4,NA
"P. cinnamomi","Aulax cancellata",3,NA,NA,3,NA
"P. cinnamomi","Aulax pallasia",2,NA,NA,2,NA
"P. cinnamomi","Backhousia citriodora",2,NA,NA,2,NA
"P. cinnamomi","Banksia aemula",3,NA,NA,3,NA
"P. cinnamomi","Banksia ashbyi",2,NA,NA,2,NA
"P. cinnamomi","Banksia attenuata",9,NA,NA,9,NA
"P. cinnamomi","Banksia baueri",4,NA,NA,4,NA
"P. cinnamomi","Banksia baxteri",6,NA,NA,6,NA
"P. cinnamomi","Banksia burdettii",4,NA,NA,4,NA
"P. cinnamomi","Banksia caleyi",2,NA,NA,2,NA
"P. cinnamomi","Banksia coccinea",12,NA,NA,12,NA
"P. cinnamomi","Banksia cuneata",3,NA,NA,3,NA
"P. cinnamomi","Banksia ericifolia",6,NA,NA,6,NA
"P. cinnamomi","Banksia falcata",2,NA,NA,2,NA
"P. cinnamomi","Banksia formosa",2,NA,NA,2,NA
"P. cinnamomi","Banksia gardneri",2,NA,NA,2,NA
"P. cinnamomi","Banksia grandis",9,NA,NA,9,NA
"P. cinnamomi","Banksia hookeriana",8,NA,NA,8,NA
"P. cinnamomi","Banksia ilicifolia",4,NA,NA,4,NA
"P. cinnamomi","Banksia integrifolia",1,NA,NA,1,NA
"P. cinnamomi","Banksia leptophylla",1,NA,NA,1,NA
"P. cinnamomi","Banksia littoralis",3,NA,NA,3,NA
"P. cinnamomi","Banksia marginata",11,NA,NA,11,NA
"P. cinnamomi","Banksia media",5,NA,NA,5,NA
"P. cinnamomi","Banksia menziesii",8,NA,NA,8,NA
"P. cinnamomi","Banksia micrantha",1,NA,NA,1,NA
"P. cinnamomi","Banksia nivea",2,NA,NA,2,NA
"P. cinnamomi","Banksia nutans",2,NA,NA,2,NA
"P. cinnamomi","Banksia obovata",1,NA,NA,1,NA
"P. cinnamomi","Banksia occidentalis",1,NA,NA,1,NA
"P. cinnamomi","Banksia ornata",2,NA,NA,2,NA
"P. cinnamomi","Banksia polycephala",2,NA,NA,2,NA
"P. cinnamomi","Banksia prionotes",6,NA,NA,6,NA
"P. cinnamomi","Banksia quercifolia",2,NA,NA,2,NA
"P. cinnamomi","Banksia serra",2,NA,NA,2,NA
"P. cinnamomi","Banksia serrata",20,NA,NA,20,NA
"P. cinnamomi","Banksia sessilis",3,NA,NA,3,NA
"P. cinnamomi","Banksia speciosa",6,NA,NA,6,NA
"P. cinnamomi","Banksia sphaerocarpa",2,NA,NA,2,NA
"P. cinnamomi","Banksia splendida",2,NA,NA,2,NA
"P. cinnamomi","Banksia telmatiaea",1,NA,NA,1,NA
"P. cinnamomi","Banksia tricuspis",2,NA,NA,2,NA
"P. cinnamomi","Banksia undata",2,NA,NA,2,NA
"P. cinnamomi","Banksia verticillata",2,NA,NA,2,NA
"P. cinnamomi","Banksia violacea",7,NA,NA,7,NA
"P. cinnamomi","Bauera rubioides",1,NA,NA,1,NA
"P. cinnamomi","Bauera sessiliflora",6,NA,NA,6,NA
"P. cinnamomi","Beilschmiedia tawa",1,NA,NA,1,NA
"P. cinnamomi","Berberidopsis corallina",2,NA,NA,2,NA
"P. cinnamomi","Berzelia intermedia",2,NA,NA,2,NA
"P. cinnamomi","Betula papyrifera",2,NA,NA,2,NA
"P. cinnamomi","Betula pendula",7,NA,NA,7,NA
"P. cinnamomi","Betula pubescens",5,NA,NA,5,NA
"P. cinnamomi","Betula tianschanica",2,NA,NA,2,NA
"P. cinnamomi","Betula utilis",2,NA,NA,2,NA
"P. cinnamomi","Billardiera heterophylla",1,NA,NA,1,NA
"P. cinnamomi","Blandfordia grandiflora",1,NA,NA,1,NA
"P. cinnamomi","Boronia clavata",2,NA,NA,2,NA
"P. cinnamomi","Boronia megastigma",8,NA,NA,8,NA
"P. cinnamomi","Boronia pilosa",5,NA,NA,5,NA
"P. cinnamomi","Bossiaea cinerea",3,NA,NA,3,NA
"P. cinnamomi","Bossiaea eriocarpa",2,NA,NA,2,NA
"P. cinnamomi","Brabejum stellatifolium",4,NA,NA,4,NA
"P. cinnamomi","Brunonia australis",2,NA,NA,2,NA
"P. cinnamomi","Buxus sempervirens",7,NA,NA,7,NA
"P. cinnamomi","Cajanus cajan",2,NA,NA,2,NA
"P. cinnamomi","Caladenia formosa",1,NA,NA,1,NA
"P. cinnamomi","Caleana nigrita",2,NA,NA,2,NA
"P. cinnamomi","Callitris rhomboidea",2,NA,NA,2,NA
"P. cinnamomi","Calluna vulgaris",14,3,NA,11,"Yes"
"P. cinnamomi","Calocedrus decurrens",6,NA,NA,6,NA
"P. cinnamomi","Calytrix alpestris",4,NA,NA,4,NA
"P. cinnamomi","Calytrix flavescens",2,NA,NA,2,NA
"P. cinnamomi","Calytrix tetragona",1,NA,NA,1,NA
"P. cinnamomi","Camellia japonica",25,NA,NA,25,NA
"P. cinnamomi","Camellia reticulata",2,NA,NA,2,NA
"P. cinnamomi","Camellia sasanqua",6,NA,NA,6,NA
"P. cinnamomi","Carex conoidea",2,NA,NA,2,NA
"P. cinnamomi","Carica papaya",4,NA,NA,4,NA
"P. cinnamomi","Carpodetus serratus",4,NA,NA,4,NA
"P. cinnamomi","Carya cathayensis",1,NA,NA,1,NA
"P. cinnamomi","Carya illinoensis",2,NA,NA,2,NA
"P. cinnamomi","Carya illinoinensis",2,NA,NA,2,NA
"P. cinnamomi","Cassinia aculeata",3,NA,NA,3,NA
"P. cinnamomi","Castanea crenata",4,NA,NA,4,NA
"P. cinnamomi","Castanea dentata",13,NA,NA,13,NA
"P. cinnamomi","Castanea mollissima",7,NA,NA,7,NA
"P. cinnamomi","Castanea ozarkensis",2,NA,NA,2,NA
"P. cinnamomi","Castanea pumila",7,NA,NA,7,NA
"P. cinnamomi","Castanea sativa",179,NA,76,103,"Yes"
"P. cinnamomi","Castanea × coudercii",1,NA,NA,1,NA
"P. cinnamomi","Castanopsis carlesii",4,NA,2,2,NA
"P. cinnamomi","Castanopsis chinensis",1,NA,NA,1,NA
"P. cinnamomi","Castanopsis faberi",2,NA,2,NA,NA
"P. cinnamomi","Castanopsis indica",2,NA,2,NA,NA
"P. cinnamomi","Castanopsis kawakamii",3,NA,2,1,NA
"P. cinnamomi","Castanopsis sieboldii",1,NA,NA,1,NA
"P. cinnamomi","Casuarina cunninghamiana",13,NA,NA,13,NA
"P. cinnamomi","Casuarina equisetifolia",2,NA,NA,2,NA
"P. cinnamomi","Casuarina glauca",4,NA,NA,4,NA
"P. cinnamomi","Ceanothus griseus",1,NA,NA,1,NA
"P. cinnamomi","Ceanothus impressus",1,NA,NA,1,NA
"P. cinnamomi","Cedrus atlantica",2,NA,NA,2,NA
"P. cinnamomi","Cedrus deodara",11,NA,NA,11,NA
"P. cinnamomi","Cephalotaxus harringtonii",5,NA,NA,5,NA
"P. cinnamomi","Ceratopetalum gummiferum",2,NA,NA,2,NA
"P. cinnamomi","Cercis canadensis",2,NA,NA,2,NA
"P. cinnamomi","Chamaecyparis lawsoniana",46,10,NA,36,"Yes"
"P. cinnamomi","Chamaecyparis obtusa",11,NA,3,8,NA
"P. cinnamomi","Chamaecyparis pisifera",1,NA,NA,1,NA
"P. cinnamomi","Chamaescilla corymbosa",8,NA,NA,8,NA
"P. cinnamomi","Chamelaucium axillare",6,NA,NA,6,NA
"P. cinnamomi","Chamelaucium ciliatum",5,NA,NA,5,NA
"P. cinnamomi","Chamelaucium uncinatum",14,NA,NA,14,NA
"P. cinnamomi","Cheirodendron trigynum",2,NA,NA,2,NA
"P. cinnamomi","Chorizema cordatum",2,NA,NA,2,NA
"P. cinnamomi","Cibotium chamissoi",4,NA,NA,4,NA
"P. cinnamomi","Cibotium glaucum",2,NA,NA,2,NA
"P. cinnamomi","Cinchona calisaya",9,NA,NA,9,NA
"P. cinnamomi","Cinchona officinalis",9,NA,NA,9,NA
"P. cinnamomi","Cinchona pubescens",9,NA,NA,9,NA
"P. cinnamomi","Cinnamomum aromaticum",16,NA,NA,16,NA
"P. cinnamomi","Cinnamomum burmanni",2,NA,NA,2,NA
"P. cinnamomi","Cinnamomum burmannii",12,NA,NA,12,NA
"P. cinnamomi","Cinnamomum camphora",3,NA,NA,3,NA
"P. cinnamomi","Cinnamomum culitlawan",3,NA,NA,3,NA
"P. cinnamomi","Cinnamomum kotoense",1,NA,NA,1,NA
"P. cinnamomi","Cinnamomum micranthum",4,NA,1,3,NA
"P. cinnamomi","Cinnamomum sintoc",2,NA,NA,2,NA
"P. cinnamomi","Cinnamomum verum",3,NA,NA,3,NA
"P. cinnamomi","Cissus verticillata",1,NA,NA,1,NA
"P. cinnamomi","Cistus × hybridus",1,NA,1,NA,NA
"P. cinnamomi","Citrus japonica",2,NA,NA,2,NA
"P. cinnamomi","Citrus × aurantium",2,NA,NA,2,NA
"P. cinnamomi","Citrus × limon",1,NA,NA,1,NA
"P. cinnamomi","Cliffortia ferruginea",2,NA,NA,2,NA
"P. cinnamomi","Cliffortia grandifolia",2,NA,NA,2,NA
"P. cinnamomi","Cliffortia strobilifera",2,NA,NA,2,NA
"P. cinnamomi","Coccoloba uvifera",2,NA,NA,2,NA
"P. cinnamomi","Colocasia esculenta",4,NA,NA,4,NA
"P. cinnamomi","Comptonia peregrina",2,NA,NA,2,NA
"P. cinnamomi","Conostephium pendulum",2,NA,NA,2,NA
"P. cinnamomi","Conostylis setigera",2,NA,NA,2,NA
"P. cinnamomi","Coprosma ernodeoides",2,NA,NA,2,NA
"P. cinnamomi","Coprosma lucida",2,NA,NA,2,NA
"P. cinnamomi","Coprosma menziesii",2,NA,NA,2,NA
"P. cinnamomi","Coprosma robusta",4,NA,NA,4,NA
"P. cinnamomi","Coriaria ruscifolia",2,NA,NA,2,NA
"P. cinnamomi","Coriaria sarmentosa",2,NA,NA,2,NA
"P. cinnamomi","Cornus florida",5,NA,NA,5,NA
"P. cinnamomi","Cornus nuttallii",2,NA,NA,2,NA
"P. cinnamomi","Corokia buddleioides",4,NA,NA,4,NA
"P. cinnamomi","Correa aemula",1,NA,NA,1,NA
"P. cinnamomi","Correa pulchella",2,NA,NA,2,NA
"P. cinnamomi","Correa reflexa",5,NA,NA,5,NA
"P. cinnamomi","Corymbia calophylla",41,NA,NA,41,NA
"P. cinnamomi","Corymbia citriodora",4,NA,NA,4,NA
"P. cinnamomi","Corymbia ficifolia",4,NA,NA,4,NA
"P. cinnamomi","Corymbia gummifera",5,NA,NA,5,NA
"P. cinnamomi","Cotoneaster salicifolius",2,NA,NA,2,NA
"P. cinnamomi","Couroupita guianensis",2,NA,NA,2,NA
"P. cinnamomi","Crassula closiana",2,NA,NA,2,NA
"P. cinnamomi","Cryptomeria japonica",4,NA,NA,4,NA
"P. cinnamomi","Cucumis sativus",1,NA,NA,1,NA
"P. cinnamomi","Cucurbita moschata",2,NA,NA,2,NA
"P. cinnamomi","Cupressus sempervirens",7,NA,NA,7,NA
"P. cinnamomi","Curcuma longa",1,NA,NA,1,NA
"P. cinnamomi","Curtisia dentata",2,NA,NA,2,NA
"P. cinnamomi","Cyathodes glauca",2,NA,NA,2,NA
"P. cinnamomi","Cyclamen persicum",2,NA,NA,2,NA
"P. cinnamomi","Cyrilla racemiflora",1,NA,NA,1,NA
"P. cinnamomi","Daboecia azorica",2,NA,NA,2,NA
"P. cinnamomi","Daboecia cantabrica",2,NA,NA,2,NA
"P. cinnamomi","Dacrycarpus dacrydioides",1,NA,NA,1,NA
"P. cinnamomi","Dampiera linearis",2,NA,NA,2,NA
"P. cinnamomi","Daphne laureola",2,NA,NA,2,NA
"P. cinnamomi","Daphne odora",5,NA,NA,5,NA
"P. cinnamomi","Darwinia oxylepis",1,NA,NA,1,NA
"P. cinnamomi","Darwinia pinifolia",2,NA,NA,2,NA
"P. cinnamomi","Daviesia latifolia",1,NA,NA,1,NA
"P. cinnamomi","Daviesia ulicifolia",1,NA,NA,1,NA
"P. cinnamomi","Desfontainia spinosa",2,NA,NA,2,NA
"P. cinnamomi","Dianella nigra",2,NA,NA,2,NA
"P. cinnamomi","Dicksonia antarctica",2,NA,NA,2,NA
"P. cinnamomi","Dicranopteris linearis",2,NA,NA,2,NA
"P. cinnamomi","Didymochlaena truncatula",2,NA,NA,2,NA
"P. cinnamomi","Dielsiodoxa tamariscina",2,NA,NA,2,NA
"P. cinnamomi","Dillwynia brunioides",1,NA,NA,1,NA
"P. cinnamomi","Dillwynia floribunda",1,NA,NA,1,NA
"P. cinnamomi","Dillwynia glaberrima",3,NA,NA,3,NA
"P. cinnamomi","Dillwynia sericea",1,NA,NA,1,NA
"P. cinnamomi","Dillwynia uncinata",2,NA,NA,2,NA
"P. cinnamomi","Dionaea muscipula",2,NA,NA,2,NA
"P. cinnamomi","Diospyros morrisiana",4,NA,2,2,NA
"P. cinnamomi","Diplolaena angustifolia",2,NA,NA,2,NA
"P. cinnamomi","Dracaena reflexa",2,NA,NA,2,NA
"P. cinnamomi","Drimys winteri",3,NA,NA,3,NA
"P. cinnamomi","Drosera erythrorhiza",2,NA,NA,2,NA
"P. cinnamomi","Durio zibethinus",3,NA,NA,3,NA
"P. cinnamomi","Elaeocarpus hookerianus",4,NA,NA,4,NA
"P. cinnamomi","Encephalartos ferox",2,NA,NA,2,NA
"P. cinnamomi","Engelhardia roxburghiana",1,NA,1,NA,NA
"P. cinnamomi","Entelea arborescens",1,NA,NA,1,NA
"P. cinnamomi","Epacris impressa",11,NA,NA,11,NA
"P. cinnamomi","Epacris lanuginosa",1,NA,NA,1,NA
"P. cinnamomi","Epacris obtusifolia",1,NA,NA,1,NA
"P. cinnamomi","Erica autumnalis",1,NA,NA,1,NA
"P. cinnamomi","Erica baccans",2,NA,NA,2,NA
"P. cinnamomi","Erica bauera",4,NA,NA,4,NA
"P. cinnamomi","Erica canaliculata",4,NA,NA,4,NA
"P. cinnamomi","Erica carnea",4,NA,NA,4,NA
"P. cinnamomi","Erica lusitanica",4,NA,NA,4,NA
"P. cinnamomi","Erica multiflora",2,NA,NA,2,NA
"P. cinnamomi","Erica peltata",2,NA,NA,2,NA
"P. cinnamomi","Erica regerminans",4,NA,NA,4,NA
"P. cinnamomi","Erica spiculifolia",3,NA,NA,3,NA
"P. cinnamomi","Erica umbellata",2,NA,NA,2,NA
"P. cinnamomi","Eucalyptus amygdalina",4,NA,NA,4,NA
"P. cinnamomi","Eucalyptus baxteri",3,NA,NA,3,NA
"P. cinnamomi","Eucalyptus bicostata",1,NA,NA,1,NA
"P. cinnamomi","Eucalyptus delegatensis",7,NA,NA,7,NA
"P. cinnamomi","Eucalyptus dunnii",3,NA,NA,3,NA
"P. cinnamomi","Eucalyptus fastigata",9,NA,NA,9,NA
"P. cinnamomi","Eucalyptus fraxinoides",6,NA,NA,6,NA
"P. cinnamomi","Eucalyptus globulus",3,NA,NA,3,NA
"P. cinnamomi","Eucalyptus gomphocephala",2,NA,NA,2,NA
"P. cinnamomi","Eucalyptus grandis",1,NA,NA,1,NA
"P. cinnamomi","Eucalyptus lehmannii",4,NA,NA,4,NA
"P. cinnamomi","Eucalyptus leucoxylon",2,NA,NA,2,NA
"P. cinnamomi","Eucalyptus macarthurii",2,NA,NA,2,NA
"P. cinnamomi","Eucalyptus macrandra",2,NA,NA,2,NA
"P. cinnamomi","Eucalyptus macrocarpa",1,NA,NA,1,NA
"P. cinnamomi","Eucalyptus macrorhyncha",1,NA,NA,1,NA
"P. cinnamomi","Eucalyptus marginata",44,NA,NA,44,NA
"P. cinnamomi","Eucalyptus megacarpa",2,NA,NA,2,NA
"P. cinnamomi","Eucalyptus morrisbyi",2,NA,NA,2,NA
"P. cinnamomi","Eucalyptus nitens",1,NA,NA,1,NA
"P. cinnamomi","Eucalyptus nitida",1,NA,NA,1,NA
"P. cinnamomi","Eucalyptus obliqua",7,NA,NA,7,NA
"P. cinnamomi","Eucalyptus oblonga",2,NA,NA,2,NA
"P. cinnamomi","Eucalyptus occidentalis",2,NA,NA,2,NA
"P. cinnamomi","Eucalyptus pilularis",4,NA,NA,4,NA
"P. cinnamomi","Eucalyptus piperita",1,NA,NA,1,NA
"P. cinnamomi","Eucalyptus pyriformis",1,NA,NA,1,NA
"P. cinnamomi","Eucalyptus radiata",2,NA,NA,2,NA
"P. cinnamomi","Eucalyptus regnans",9,NA,NA,9,NA
"P. cinnamomi","Eucalyptus robusta",2,NA,NA,2,NA
"P. cinnamomi","Eucalyptus rossii",1,NA,NA,1,NA
"P. cinnamomi","Eucalyptus rubida",2,NA,NA,2,NA
"P. cinnamomi","Eucalyptus rudis",2,NA,NA,2,NA
"P. cinnamomi","Eucalyptus saligna",6,NA,NA,6,NA
"P. cinnamomi","Eucalyptus scoparia",1,NA,NA,1,NA
"P. cinnamomi","Eucalyptus sieberi",8,NA,NA,8,NA
"P. cinnamomi","Eucalyptus smithii",4,NA,1,3,NA
"P. cinnamomi","Eucalyptus tetrodonta",5,NA,NA,5,NA
"P. cinnamomi","Eucalyptus viminalis",4,NA,NA,4,NA
"P. cinnamomi","Eucryphia lucida",3,NA,NA,3,NA
"P. cinnamomi","Eustoma russellianum",5,NA,NA,5,NA
"P. cinnamomi","Fagus grandifolia",2,NA,NA,2,NA
"P. cinnamomi","Fagus hayatae",3,NA,1,2,NA
"P. cinnamomi","Fagus sylvatica",2,1,NA,1,"Yes"
"P. cinnamomi","Fatsia japonica",4,NA,NA,4,NA
"P. cinnamomi","Feijoa sellowiana",1,NA,NA,1,NA
"P. cinnamomi","Ficus carica",6,NA,NA,6,NA
"P. cinnamomi","Flaveria angustifolia",1,NA,NA,1,NA
"P. cinnamomi","Flindersia brayleyana",2,NA,NA,2,NA
"P. cinnamomi","Freycinetia arborea",2,NA,NA,2,NA
"P. cinnamomi","Fuchsia excorticata",4,NA,NA,4,NA
"P. cinnamomi","Gahnia xanthocarpa",2,NA,NA,2,NA
"P. cinnamomi","Garrya wrightii",2,NA,NA,2,NA
"P. cinnamomi","Gaultheria antipoda",4,NA,NA,4,NA
"P. cinnamomi","Gaultheria hispida",1,NA,NA,1,NA
"P. cinnamomi","Gaultheria mucronata",2,NA,NA,2,NA
"P. cinnamomi","Gaultheria procumbens",1,1,NA,NA,NA
"P. cinnamomi","Gaultheria shallon",2,NA,NA,2,NA
"P. cinnamomi","Geniostoma rupestre",2,NA,NA,2,NA
"P. cinnamomi","Gerbera jamesonii",1,NA,NA,1,NA
"P. cinnamomi","Gevuina avellana",6,NA,NA,6,NA
"P. cinnamomi","Ginkgo biloba",1,NA,NA,1,NA
"P. cinnamomi","Glochidion rubrum",2,NA,1,1,NA
"P. cinnamomi","Gompholobium confertum",2,NA,NA,2,NA
"P. cinnamomi","Gompholobium huegelii",3,NA,NA,3,NA
"P. cinnamomi","Gonocarpus tetragynus",3,NA,NA,3,NA
"P. cinnamomi","Gonocarpus teucrioides",3,NA,NA,3,NA
"P. cinnamomi","Goodenia humilis",2,NA,NA,2,NA
"P. cinnamomi","Grevillea alpina",5,NA,NA,5,NA
"P. cinnamomi","Grevillea amplexans",2,NA,NA,2,NA
"P. cinnamomi","Grevillea barklyana",1,NA,NA,1,NA
"P. cinnamomi","Grevillea brachystachya",2,NA,NA,2,NA
"P. cinnamomi","Grevillea chrysophaea",2,NA,NA,2,NA
"P. cinnamomi","Grevillea crithmifolia",2,NA,NA,2,NA
"P. cinnamomi","Grevillea hookeriana",1,NA,NA,1,NA
"P. cinnamomi","Grevillea lavandulacea",2,NA,NA,2,NA
"P. cinnamomi","Grevillea pinaster",2,NA,NA,2,NA
"P. cinnamomi","Grevillea rosmarinifolia",2,NA,NA,2,NA
"P. cinnamomi","Grevillea stenomera",1,NA,NA,1,NA
"P. cinnamomi","Griselinia lucida",6,NA,NA,6,NA
"P. cinnamomi","Gymnostoma australianum",2,NA,NA,2,NA
"P. cinnamomi","Hakea bucculenta",1,NA,NA,1,NA
"P. cinnamomi","Hakea cucullata",1,NA,NA,1,NA
"P. cinnamomi","Hakea erinacea",2,NA,NA,2,NA
"P. cinnamomi","Hakea sericea",8,NA,NA,8,NA
"P. cinnamomi","Harpullia ramiflora",1,NA,NA,1,NA
"P. cinnamomi","Hedera helix",2,NA,NA,2,NA
"P. cinnamomi","Hedycarya arborea",1,NA,NA,1,NA
"P. cinnamomi","Helmholtzia glaberrima",1,NA,NA,1,NA
"P. cinnamomi","Hesperocyparis arizonica",3,NA,NA,3,NA
"P. cinnamomi","Hesperocyparis macrocarpa",8,NA,NA,8,NA
"P. cinnamomi","Hesperoyucca whipplei",3,NA,NA,3,NA
"P. cinnamomi","Hibbertia acerosa",2,NA,NA,2,NA
"P. cinnamomi","Hibbertia acicularis",1,NA,NA,1,NA
"P. cinnamomi","Hibbertia cunninghamii",2,NA,NA,2,NA
"P. cinnamomi","Hibbertia empetrifolia",4,NA,NA,4,NA
"P. cinnamomi","Hibbertia procumbens",1,NA,NA,1,NA
"P. cinnamomi","Hibbertia prostrata",1,NA,NA,1,NA
"P. cinnamomi","Hibbertia riparia",3,NA,NA,3,NA
"P. cinnamomi","Hibbertia sericea",3,NA,NA,3,NA
"P. cinnamomi","Hibbertia stricta",2,NA,NA,2,NA
"P. cinnamomi","Hibbertia subvaginata",3,NA,NA,3,NA
"P. cinnamomi","Hibbertia vaginata",2,NA,NA,2,NA
"P. cinnamomi","Hovea elliptica",2,NA,NA,2,NA
"P. cinnamomi","Hovea heterophylla",2,NA,NA,2,NA
"P. cinnamomi","Hovea pungens",2,NA,NA,2,NA
"P. cinnamomi","Hudsonia tomentosa",2,NA,NA,2,NA
"P. cinnamomi","Hydrangea arguta",2,NA,NA,2,NA
"P. cinnamomi","Hydrocotyle callicarpa",2,NA,NA,2,NA
"P. cinnamomi","Hypericum androsaemum",5,NA,NA,5,NA
"P. cinnamomi","Hypericum formosum",3,NA,NA,3,NA
"P. cinnamomi","Hypocalymma angustifolium",5,NA,NA,5,NA
"P. cinnamomi","Hypocalymma cordifolium",2,NA,NA,2,NA
"P. cinnamomi","Hypocalymma robustum",2,NA,NA,2,NA
"P. cinnamomi","Hypochaeris glabra",2,NA,NA,2,NA
