"Phytophthora","Host","Level.4","Level.3","Level.2","Level.1","Total","PxH.in.Scotland"
"P. cinnamomi","Sequoia sempervirens",NA,NA,"New Zealand","Australasia",2,NA
"P. cinnamomi","Sequoiadendron giganteum",NA,NA,"Australia","Australasia",2,"Yes"
"P. cinnamomi","Serruria florida",NA,NA,"Australia","Australasia",8,NA
"P. cinnamomi","Serruria florida",NA,NA,"Southern Africa","Africa",4,NA
"P. cinnamomi","Serruria kraussii",NA,NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Siloxerus multiflorus",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Solanum lycopersicum",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Solanum lycopersicum",NA,NA,"Southern South America","Southern America",2,NA
"P. cinnamomi","Solanum maglia",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Solanum tuberosum",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Sophora chrysophylla",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Sophora chrysophylla",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Sorbus commixta","South Korea","Korea","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Sorbus commixta",NA,"Korea","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Sphenotoma squarrosa",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Sphenotoma squarrosum",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Sprengelia incarnata",NA,NA,"Australia","Australasia",4,NA
"P. cinnamomi","Stenanthera pinifolia",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Stirlingia tenuifolia",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Stylidium diuroides","Western Australia","Western Australia","Australia","Australasia",4,NA
"P. cinnamomi","Stylidium diuroides",NA,NA,"Australia","Australasia",4,NA
"P. cinnamomi","Stylidium graminifolium",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Styphelia ericoides",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Styphelia humifusa",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Symphytum × uplandicum",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Syncarpia glomulifera",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Syzygium aromaticum",NA,NA,"Malesia","Asia-Tropical",2,NA
"P. cinnamomi","Syzygium bamagense",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Syzygium smithii",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Tabebuia heterophylla","Netherlands","Netherlands","Middle Europe","Europe",2,NA
"P. cinnamomi","Tanacetum cinerariifolium",NA,NA,NA,NA,2,NA
"P. cinnamomi","Tasmannia lanceolata",NA,NA,"Australia","Australasia",2,"Yes"
"P. cinnamomi","Tasmannia purpurascens",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Taxus baccata","Croatia","Yugoslavia","Southeastern Europe","Europe",2,"Yes"
"P. cinnamomi","Taxus baccata","Greece","Greece","Southeastern Europe","Europe",5,"Yes"
"P. cinnamomi","Taxus baccata","Hungary","Hungary","Middle Europe","Europe",2,"Yes"
"P. cinnamomi","Taxus baccata","Netherlands","Netherlands","Middle Europe","Europe",1,"Yes"
"P. cinnamomi","Taxus baccata","Oregon","Oregon","Northwestern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Taxus baccata",NA,NA,"Australia","Australasia",2,"Yes"
"P. cinnamomi","Taxus baccata",NA,NA,"New Zealand","Australasia",2,"Yes"
"P. cinnamomi","Taxus baccata",NA,NA,NA,"Northern America",2,"Yes"
"P. cinnamomi","Taxus cuspidata","Ohio","Ohio","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Taxus cuspidata","Oregon","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Taxus cuspidata",NA,NA,NA,"Northern America",4,NA
"P. cinnamomi","Taxus × media","Ohio","Ohio","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Taxus × media",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Tecomaria capensis",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Telopea speciosissima",NA,NA,"Australia","Australasia",5,NA
"P. cinnamomi","Telopea speciosissima",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Telopea speciosissima",NA,NA,"Southern Africa","Africa",4,NA
"P. cinnamomi","Tetratheca ciliata",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Tetratheca hirsuta",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Tetratheca labillardierei",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Tetratheca pilosa",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Tetratheca procumbens",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Thomasia grandiflora",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Thomasia pauciflora",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Thryptomene baeckeacea",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Thryptomene calycina",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Thryptomene calycina",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Thryptomene micrantha",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Thuja occidentalis","California","California","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Thuja occidentalis","Italy","Italy","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Thuja occidentalis",NA,"Hawaii","North-Central Pacific","Pacific",2,NA
"P. cinnamomi","Thuja occidentalis",NA,NA,"Southern Africa","Africa",1,NA
"P. cinnamomi","Thuja occidentalis",NA,NA,NA,"Northern America",4,NA
"P. cinnamomi","Thuja plicata","Spain","Spain","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Toona ciliata",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Torreya nucifera","South Korea","Korea","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Torreya nucifera",NA,"Korea","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Trachymene pilosa","Western Australia","Western Australia","Australia","Australasia",1,NA
"P. cinnamomi","Trachymene pilosa",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Trymalium ledifolium",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Tsuga canadensis","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Tsuga canadensis",NA,NA,NA,"Northern America",1,"Yes"
"P. cinnamomi","Tsuga heterophylla",NA,NA,"New Zealand","Australasia",1,"Yes"
"P. cinnamomi","Ugni myricoides",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Ulex europaeus",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Umbellularia californica","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Umbellularia californica",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Urostemon kirkii",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Vaccinium corymbosum","Arkansas","Arkansas","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Vaccinium corymbosum","Austria","Austria","Middle Europe","Europe",3,"Yes"
"P. cinnamomi","Vaccinium corymbosum","British Columbia","British Columbia","Western Canada","Northern America",1,"Yes"
"P. cinnamomi","Vaccinium corymbosum","California","California","Southwestern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Vaccinium corymbosum","Colombia","Colombia","Western South America","Southern America",1,"Yes"
"P. cinnamomi","Vaccinium corymbosum","Croatia","Yugoslavia","Southeastern Europe","Europe",3,"Yes"
"P. cinnamomi","Vaccinium corymbosum","Florida","Florida","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Vaccinium corymbosum","Germany","Germany","Middle Europe","Europe",2,"Yes"
"P. cinnamomi","Vaccinium corymbosum","Italy","Italy","Southeastern Europe","Europe",1,"Yes"
"P. cinnamomi","Vaccinium corymbosum","Michoacán","Mexico Southwest","Mexico","Northern America",1,"Yes"
"P. cinnamomi","Vaccinium corymbosum","New Jersey","New Jersey","Northeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Vaccinium corymbosum","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Vaccinium corymbosum",NA,NA,"Australia","Australasia",13,"Yes"
"P. cinnamomi","Vaccinium corymbosum",NA,NA,"China","Asia-Temperate",1,"Yes"
"P. cinnamomi","Vaccinium corymbosum",NA,NA,"New Zealand","Australasia",4,"Yes"
"P. cinnamomi","Vaccinium corymbosum",NA,NA,"Southern South America","Southern America",5,"Yes"
"P. cinnamomi","Vaccinium corymbosum",NA,NA,NA,"Northern America",5,"Yes"
"P. cinnamomi","Vaccinium formosum","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Vaccinium formosum",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Vaccinium macrocarpon","Massachusetts","Massachusetts","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Vaccinium macrocarpon",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Vaccinium ovatum","California","California","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Vaccinium ovatum",NA,NA,NA,"Northern America",2,NA
"P. cinnamomi","Vernicia fordii","Louisiana","Louisiana","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Vernicia fordii",NA,NA,NA,"Northern America",3,NA
"P. cinnamomi","Veronica topiaria",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Verticordia densiflora",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Verticordia drummondii",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Verticordia huegelii",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Verticordia nitens",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Verticordia plumosa",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Viburnum cylindricum",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Viburnum tinus","Italy","Italy","Southeastern Europe","Europe",2,NA
"P. cinnamomi","Viburnum tinus",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Vigna unguiculata",NA,NA,"Australia","Australasia",6,NA
"P. cinnamomi","Viola uliginosa",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Vitex lucens",NA,NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Vitis riparia",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Vitis rupestris",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Vitis rupestris",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Vitis vinifera","Spain","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Vitis vinifera",NA,NA,"Australia","Australasia",9,NA
"P. cinnamomi","Vitis vinifera",NA,NA,"New Zealand","Australasia",6,NA
"P. cinnamomi","Vitis vinifera",NA,NA,"Southern Africa","Africa",18,NA
"P. cinnamomi","Washingtonia filifera",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Widdringtonia cedarbergensis",NA,NA,"Southern Africa","Africa",1,NA
"P. cinnamomi","Widdringtonia nodiflora",NA,NA,"Southern Africa","Africa",1,NA
"P. cinnamomi","Wodyetia bifurcata",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Wollemia nobilis",NA,NA,"Australia","Australasia",70,NA
"P. cinnamomi","Xanthomyrtus compacta","California","California","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Xanthomyrtus compacta",NA,NA,NA,"Northern America",2,NA
"P. cinnamomi","Xanthorrhoea australis",NA,NA,"Australia","Australasia",7,NA
"P. cinnamomi","Xanthorrhoea australis",NA,NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Xanthorrhoea gracilis",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Xanthorrhoea johnsonii",NA,NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Xanthorrhoea platyphylla",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Xanthorrhoea preissii",NA,NA,"Australia","Australasia",6,NA
"P. cinnamomi","Xanthorrhoea semiplana","South Australia","South Australia","Australia","Australasia",2,NA
"P. cinnamomi","Xanthorrhoea semiplana",NA,NA,"Australia","Australasia",6,NA
"P. cinnamomi","Xeronema callistemon","New Zealand North","New Zealand North","New Zealand","Australasia",1,NA
"P. cinnamomi","Xeronema callistemon",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Xerophyllum tenax","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Xylomelum occidentale",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Zamia furfuracea","Taiwan","Taiwan","Eastern Asia","Asia-Temperate",1,NA
"P. kernoviae","Agathis australis",NA,NA,"New Zealand","Australasia",1,NA
"P. kernoviae","Annona cherimola",NA,NA,"New Zealand","Australasia",20,NA
"P. kernoviae","Drimys winteri","Ireland","Ireland","Northern Europe","Europe",1,NA
"P. kernoviae","Drimys winteri",NA,NA,"Southern South America","Southern America",2,NA
"P. kernoviae","Fagus grandiflora",NA,NA,"New Zealand","Australasia",1,NA
"P. kernoviae","Fagus grandiflora",NA,NA,NA,NA,1,NA
"P. kernoviae","Ficus grandiflora",NA,NA,"New Zealand","Australasia",1,NA
"P. kernoviae","Pectinopitys ferruginea",NA,NA,"New Zealand","Australasia",1,NA
"P. kernoviae","Pinus radiata",NA,NA,"New Zealand","Australasia",47,NA
"P. kernoviae","Rhododendron catawbiense",NA,NA,"New Zealand","Australasia",1,NA
"P. kernoviae","Rhododendron ponticum","Ireland","Ireland","Northern Europe","Europe",1,NA
"P. pinifolia","Pinus radiata","Biobío","Chile Central","Southern South America","Southern America",1,NA
"P. pinifolia","Pinus radiata",NA,NA,"Southern South America","Southern America",21,NA
"P. pluvialis","Notholithocarpus densiflorus","Oregon","Oregon","Northwestern U.S.A.","Northern America",2,NA
"P. pluvialis","Notholithocarpus densiflorus",NA,NA,NA,"Northern America",1,NA
"P. pluvialis","Pinus patula",NA,NA,"New Zealand","Australasia",3,NA
"P. pluvialis","Pinus radiata",NA,NA,"New Zealand","Australasia",202,NA
"P. pluvialis","Pseudotsuga menziesii","Oregon","Oregon","Northwestern U.S.A.","Northern America",7,"Yes"
"P. pluvialis","Pseudotsuga menziesii",NA,NA,"New Zealand","Australasia",16,"Yes"
"P. pluvialis","Pseudotsuga menziesii",NA,NA,NA,"Northern America",2,"Yes"
"P. pseudosyringae","Abies fraseri","Washington","Washington","Northwestern U.S.A.","Northern America",1,NA
"P. pseudosyringae","Abies fraseri",NA,NA,NA,"Northern America",1,NA
"P. pseudosyringae","Acer pseudoplatanus","Czech Republic","Czechoslovakia","Middle Europe","Europe",2,NA
"P. pseudosyringae","Aesculus hippocastanum","Sweden","Sweden","Northern Europe","Europe",4,NA
"P. pseudosyringae","Alnus alnobetula","Italy","Italy","Southeastern Europe","Europe",1,NA
"P. pseudosyringae","Alnus glutinosa","Germany","Germany","Middle Europe","Europe",4,NA
"P. pseudosyringae","Alnus glutinosa","Italy","Italy","Southeastern Europe","Europe",4,NA
"P. pseudosyringae","Alnus rubra","Oregon","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. pseudosyringae","Castanea dentata","Spain","Spain","Southwestern Europe","Europe",2,NA
"P. pseudosyringae","Castanea sativa","Italy","Italy","Southeastern Europe","Europe",8,NA
"P. pseudosyringae","Castanea sativa","Spain","Spain","Southwestern Europe","Europe",1,NA
"P. pseudosyringae","Fagus sylvatica","Germany","Germany","Middle Europe","Europe",13,"Yes"
"P. pseudosyringae","Fagus sylvatica","Ireland","Ireland","Northern Europe","Europe",4,"Yes"
"P. pseudosyringae","Fagus sylvatica","Italy","Italy","Southeastern Europe","Europe",4,"Yes"
"P. pseudosyringae","Fagus sylvatica","Netherlands","Netherlands","Middle Europe","Europe",1,"Yes"
"P. pseudosyringae","Fagus sylvatica","Spain","Spain","Southwestern Europe","Europe",3,"Yes"
"P. pseudosyringae","Fagus sylvatica","Switzerland","Switzerland","Middle Europe","Europe",3,"Yes"
"P. pseudosyringae","Fraxinus excelsior","Poland","Poland","Middle Europe","Europe",7,NA
"P. pseudosyringae","Hedera helix","Italy","Italy","Southeastern Europe","Europe",3,NA
"P. pseudosyringae","Ilex aquifolium","Italy","Italy","Southeastern Europe","Europe",1,NA
"P. pseudosyringae","Laburnum anagyroides","Germany","Germany","Middle Europe","Europe",1,NA
"P. pseudosyringae","Laburnum anagyroidis","Germany","Germany","Middle Europe","Europe",1,NA
"P. pseudosyringae","Nothofagus alpina","Great Britain","Great Britain","Northern Europe","Europe",1,NA
"P. pseudosyringae","Nothofagus obliqua","Great Britain","Great Britain","Northern Europe","Europe",1,NA
"P. pseudosyringae","Nothofagus obliqua",NA,NA,"Southern South America","Southern America",2,NA
"P. pseudosyringae","Notholithocarpus densiflorus","Oregon","Oregon","Northwestern U.S.A.","Northern America",4,NA
"P. pseudosyringae","Notholithocarpus densiflorus",NA,NA,NA,"Northern America",1,NA
"P. pseudosyringae","Quercus agrifolia","California","California","Southwestern U.S.A.","Northern America",5,NA
"P. pseudosyringae","Quercus agrifolia",NA,NA,NA,"Northern America",4,NA
"P. pseudosyringae","Quercus ilex","Germany","Germany","Middle Europe","Europe",1,NA
"P. pseudosyringae","Quercus robur","Germany","Germany","Middle Europe","Europe",18,NA
"P. pseudosyringae","Quercus rubra",NA,NA,NA,"Northern America",1,NA
"P. pseudosyringae","Tilia cordata","Germany","Germany","Middle Europe","Europe",2,NA
"P. pseudosyringae","Umbellularia californica","California","California","Southwestern U.S.A.","Northern America",8,NA
"P. pseudosyringae","Umbellularia californica",NA,NA,NA,"Northern America",4,NA
"P. ramorum","Abies grandis","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Abies grandis","Oregon","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Abies grandis",NA,NA,NA,"Northern America",1,NA
"P. ramorum","Abies magnifica","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Abies magnifica",NA,NA,NA,"Northern America",1,NA
"P. ramorum","Abies procera","Ireland","Ireland","Northern Europe","Europe",5,"Yes"
"P. ramorum","Acer macrophyllum","California","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Acer macrophyllum",NA,NA,NA,"Northern America",2,NA
"P. ramorum","Adiantum aleuticum","California","California","Southwestern U.S.A.","Northern America",3,NA
"P. ramorum","Adiantum aleuticum",NA,NA,NA,"Northern America",2,NA
"P. ramorum","Adiantum jordanii","California","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Adiantum jordanii",NA,NA,NA,"Northern America",2,NA
"P. ramorum","Aesculus californica","California","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Aesculus californica",NA,NA,NA,"Northern America",2,NA
"P. ramorum","Arbutus menziesii","California","California","Southwestern U.S.A.","Northern America",4,NA
"P. ramorum","Arbutus menziesii",NA,NA,NA,"Northern America",5,NA
"P. ramorum","Arbutus unedo","Spain","Spain","Southwestern Europe","Europe",2,NA
"P. ramorum","Arctostaphylos glauca",NA,NA,NA,"Northern America",1,NA
"P. ramorum","Arctostaphylos hooveri","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Arctostaphylos manzanita","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Arctostaphylos manzanita",NA,NA,NA,"Northern America",1,NA
"P. ramorum","Arctostaphylos montereyensis","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Arctostaphylos morroensis","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Arctostaphylos pilosula","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Arctostaphylos pumila","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Arctostaphylos silvicola","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Arctostaphylos viridissima",NA,NA,NA,"Northern America",1,NA
"P. ramorum","Berberis aquifolium","Washington","Washington","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Calluna vulgaris","Poland","Poland","Middle Europe","Europe",2,NA
"P. ramorum","Camellia japonica","Croatia","Yugoslavia","Southeastern Europe","Europe",1,NA
"P. ramorum","Camellia japonica","Ireland","Ireland","Northern Europe","Europe",3,NA
"P. ramorum","Camellia japonica","Oregon","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Camellia japonica","South Carolina","South Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. ramorum","Camellia japonica","Spain","Spain","Southwestern Europe","Europe",2,NA
"P. ramorum","Camellia japonica","Washington","Washington","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Camellia japonica",NA,NA,NA,"Northern America",3,NA
"P. ramorum","Camellia sasanqua","California","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Camellia sasanqua","Oregon","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Camellia sasanqua",NA,NA,NA,"Northern America",2,NA
"P. ramorum","Camellia sinensis",NA,NA,NA,"Northern America",2,NA
"P. ramorum","Castanea sativa","Ireland","Ireland","Northern Europe","Europe",5,NA
"P. ramorum","Chrysolepis chrysophylla","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Cinnamomum camphora","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Cinnamomum camphora",NA,NA,NA,"Northern America",1,NA
"P. ramorum","Corylus cornuta","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Corylus cornuta",NA,NA,NA,"Northern America",1,NA
"P. ramorum","Fagus grandiflora",NA,NA,NA,"Europe",1,NA
"P. ramorum","Fagus grandiflora",NA,NA,NA,NA,1,NA
"P. ramorum","Fagus sylvatica","Ireland","Ireland","Northern Europe","Europe",7,"Yes"
"P. ramorum","Frangula californica","California","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Frangula californica",NA,NA,NA,"Northern America",2,NA
"P. ramorum","Frangula purshiana","California","California","Southwestern U.S.A.","Northern America",4,NA
"P. ramorum","Frangula purshiana","Oregon","Oregon","Northwestern U.S.A.","Northern America",4,NA
"P. ramorum","Frangula purshiana",NA,NA,NA,"Northern America",3,NA
"P. ramorum","Fuchsia excorticata",NA,NA,NA,"Northern America",1,NA
"P. ramorum","Gaultheria procumbens","Oregon","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Gaultheria procumbens",NA,NA,NA,"Northern America",1,NA
"P. ramorum","Gaultheria shallon","Washington","Washington","Northwestern U.S.A.","Northern America",2,NA
"P. ramorum","Gaultheria shallon","Western Australia","Western Australia","Australia","Australasia",1,NA
"P. ramorum","Gaylussacia baccata","Oregon","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Larix kaempferi","France","France","Southwestern Europe","Europe",1,"Yes"
"P. ramorum","Larix kaempferi","Ireland","Ireland","Northern Europe","Europe",13,"Yes"
"P. ramorum","Larix kaempferi",NA,"Japan","Eastern Asia","Asia-Temperate",1,"Yes"
"P. ramorum","Leptospermum scoparium",NA,NA,NA,"Northern America",1,NA
"P. ramorum","Lonicera hispidula","California","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Lonicera hispidula",NA,NA,NA,"Northern America",2,NA
"P. ramorum","Lophostemon confertus","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Loropetalum chinense","California","California","Southwestern U.S.A.","Northern America",3,NA
"P. ramorum","Lysimachia latifolia","California","California","Southwestern U.S.A.","Northern America",4,NA
"P. ramorum","Lysimachia latifolia",NA,NA,NA,"Northern America",3,NA
"P. ramorum","Magnolia maudiae",NA,NA,NA,NA,1,NA
"P. ramorum","Maianthemum racemosum","California","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Maianthemum racemosum",NA,NA,NA,"Northern America",1,NA
"P. ramorum","Neopanax arboreus",NA,NA,NA,"Northern America",1,NA
"P. ramorum","Nothofagus fusca",NA,NA,NA,"Northern America",1,NA
"P. ramorum","Notholithocarpus densiflorus","California","California","Southwestern U.S.A.","Northern America",24,NA
"P. ramorum","Notholithocarpus densiflorus","Georgia","Georgia","Southeastern U.S.A.","Northern America",1,NA
"P. ramorum","Notholithocarpus densiflorus","Oregon","Oregon","Northwestern U.S.A.","Northern America",13,NA
"P. ramorum","Notholithocarpus densiflorus",NA,NA,NA,"Northern America",18,NA
"P. ramorum","Osmanthus fragrans","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Osmanthus fragrans",NA,NA,NA,"Northern America",1,NA
"P. ramorum","Osmanthus heterophyllus","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Osmanthus heterophyllus",NA,NA,NA,"Northern America",1,NA
"P. ramorum","Osmanthus heterophyllus",NA,NA,NA,NA,1,NA
"P. ramorum","Photinia arbutifolia","California","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Photinia arbutifolia",NA,NA,NA,"Northern America",2,NA
"P. ramorum","Photinia × fraseri","Poland","Poland","Middle Europe","Europe",2,NA
"P. ramorum","Picea sitchensis","Ireland","Ireland","Northern Europe","Europe",3,"Yes"
"P. ramorum","Pieris japonica","California","California","Southwestern U.S.A.","Northern America",1,"Yes"
"P. ramorum","Pieris japonica","Croatia","Yugoslavia","Southeastern Europe","Europe",1,"Yes"
"P. ramorum","Pieris japonica","Czech Republic","Czechoslovakia","Middle Europe","Europe",1,"Yes"
"P. ramorum","Pieris japonica","France","France","Southwestern Europe","Europe",2,"Yes"
"P. ramorum","Pieris japonica","Ireland","Ireland","Northern Europe","Europe",3,"Yes"
"P. ramorum","Pieris japonica","Oregon","Oregon","Northwestern U.S.A.","Northern America",2,"Yes"
"P. ramorum","Pieris japonica","Poland","Poland","Middle Europe","Europe",1,"Yes"
"P. ramorum","Pieris japonica",NA,NA,NA,"Northern America",2,"Yes"
"P. ramorum","Pinus radiata",NA,NA,NA,"Northern America",1,NA
"P. ramorum","Pittosporum undulatum",NA,NA,NA,NA,1,NA
"P. ramorum","Prunus laurocerasus","Washington","Washington","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Prunus lusitanica","Ireland","Ireland","Northern Europe","Europe",2,NA
"P. ramorum","Prunus lusitanica",NA,NA,NA,"Northern America",2,NA
"P. ramorum","Pseudotsuga menziesii","California","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Pseudotsuga menziesii","Oregon","Oregon","Northwestern U.S.A.","Northern America",2,NA
"P. ramorum","Pseudotsuga menziesii",NA,NA,NA,"Northern America",2,NA
"P. ramorum","Quercus agrifolia","California","California","Southwestern U.S.A.","Northern America",102,NA
"P. ramorum","Quercus agrifolia",NA,NA,NA,"Northern America",14,NA
"P. ramorum","Quercus chrysolepis","California","California","Southwestern U.S.A.","Northern America",9,NA
"P. ramorum","Quercus chrysolepis",NA,NA,NA,"Northern America",4,NA
"P. ramorum","Quercus kelloggii","California","California","Southwestern U.S.A.","Northern America",36,NA
"P. ramorum","Quercus kelloggii",NA,NA,NA,"Northern America",4,NA
"P. ramorum","Quercus parvula","California","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Quercus parvula",NA,NA,NA,"Northern America",2,NA
"P. ramorum","Quercus robur","Ireland","Ireland","Northern Europe","Europe",2,NA
"P. ramorum","Quercus rubra","Netherlands","Netherlands","Middle Europe","Europe",6,NA
