"Phytophthora","Host","Level.1","Total","PxH.in.Scotland"
"P. ramorum","Castanea sativa","Europe",5,NA
"P. ramorum","Chrysolepis chrysophylla","Northern America",1,NA
"P. ramorum","Cinnamomum camphora","Northern America",2,NA
"P. ramorum","Corylus cornuta","Northern America",2,NA
"P. ramorum","Fagus grandiflora","Europe",1,NA
"P. ramorum","Fagus grandiflora",NA,1,NA
"P. ramorum","Fagus sylvatica","Europe",7,"Yes"
"P. ramorum","Frangula californica","Northern America",4,NA
"P. ramorum","Frangula purshiana","Northern America",11,NA
"P. ramorum","Fuchsia excorticata","Northern America",1,NA
"P. ramorum","Gaultheria procumbens","Northern America",2,NA
"P. ramorum","Gaultheria shallon","Australasia",1,NA
"P. ramorum","Gaultheria shallon","Northern America",2,NA
"P. ramorum","Gaylussacia baccata","Northern America",1,NA
"P. ramorum","Larix kaempferi","Asia-Temperate",1,"Yes"
"P. ramorum","Larix kaempferi","Europe",14,"Yes"
"P. ramorum","Leptospermum scoparium","Northern America",1,NA
"P. ramorum","Lonicera hispidula","Northern America",4,NA
"P. ramorum","Lophostemon confertus","Northern America",1,NA
"P. ramorum","Loropetalum chinense","Northern America",3,NA
"P. ramorum","Lysimachia latifolia","Northern America",7,NA
"P. ramorum","Magnolia maudiae",NA,1,NA
"P. ramorum","Maianthemum racemosum","Northern America",3,NA
"P. ramorum","Neopanax arboreus","Northern America",1,NA
"P. ramorum","Nothofagus fusca","Northern America",1,NA
"P. ramorum","Notholithocarpus densiflorus","Northern America",56,NA
"P. ramorum","Osmanthus fragrans","Northern America",2,NA
"P. ramorum","Osmanthus heterophyllus","Northern America",2,NA
"P. ramorum","Osmanthus heterophyllus",NA,1,NA
"P. ramorum","Photinia arbutifolia","Northern America",4,NA
"P. ramorum","Photinia × fraseri","Europe",2,NA
"P. ramorum","Picea sitchensis","Europe",3,"Yes"
"P. ramorum","Pieris japonica","Europe",8,"Yes"
"P. ramorum","Pieris japonica","Northern America",5,"Yes"
"P. ramorum","Pinus radiata","Northern America",1,NA
"P. ramorum","Pittosporum undulatum",NA,1,NA
"P. ramorum","Prunus laurocerasus","Northern America",1,NA
"P. ramorum","Prunus lusitanica","Europe",2,NA
"P. ramorum","Prunus lusitanica","Northern America",2,NA
"P. ramorum","Pseudotsuga menziesii","Northern America",6,NA
"P. ramorum","Quercus agrifolia","Northern America",116,NA
"P. ramorum","Quercus chrysolepis","Northern America",13,NA
"P. ramorum","Quercus kelloggii","Northern America",40,NA
"P. ramorum","Quercus parvula","Northern America",4,NA
"P. ramorum","Quercus robur","Europe",2,NA
"P. ramorum","Quercus rubra","Europe",6,NA
"P. ramorum","Quercus wislizeni","Northern America",1,NA
"P. ramorum","Rhamnus cathartica","Northern America",2,NA
"P. ramorum","Rhododendron catawbiense","Europe",25,NA
"P. ramorum","Rhododendron catawbiense","Northern America",4,NA
"P. ramorum","Rhododendron forrestii","Europe",2,NA
"P. ramorum","Rhododendron hirsutum","Europe",5,NA
"P. ramorum","Rhododendron impeditum","Europe",4,NA
"P. ramorum","Rhododendron macrophyllum","Northern America",3,NA
"P. ramorum","Rhododendron ponticum","Europe",15,"Yes"
"P. ramorum","Rhododendron wardii","Europe",2,NA
"P. ramorum","Rhododendron yakushimanum","Europe",7,NA
"P. ramorum","Rosa californica","Northern America",1,NA
"P. ramorum","Rosa gymnocarpa","Northern America",5,NA
"P. ramorum","Rubus spectabilis","Northern America",1,NA
"P. ramorum","Sequoia sempervirens","Northern America",11,NA
"P. ramorum","Toxicodendron diversilobum","Northern America",1,NA
"P. ramorum","Umbellularia californica","Europe",1,NA
"P. ramorum","Umbellularia californica","Northern America",213,NA
"P. ramorum","Vaccinium myrtillus","Europe",6,"Yes"
"P. ramorum","Vaccinium ovatum","Northern America",14,NA
"P. ramorum","Vaccinium parvifolium","Northern America",2,NA
"P. ramorum","Viburnum davidi","Europe",3,NA
"P. ramorum","Viburnum farreri","Europe",8,NA
"P. ramorum","Viburnum plicatum","Europe",3,"Yes"
"P. ramorum","Viburnum plicatum","Northern America",4,"Yes"
"P. ramorum","Viburnum tinus","Australasia",1,"Yes"
"P. ramorum","Viburnum tinus","Europe",27,"Yes"
"P. ramorum","Viburnum tinus","Northern America",2,"Yes"
"P. ramorum","Viburnum × bodnantense","Europe",19,"Yes"
"P. ramorum","Viburnum × bodnantense","Northern America",4,"Yes"
"P. ramorum","Viburnum × bodnantense",NA,1,"Yes"
"P. ramorum","Vinca minor","Northern America",1,NA
