"Phytophthora","Host","Level.3","Level.2","Level.1","Total","PxH.in.Scotland"
"P. cinnamomi","Sphenotoma squarrosa",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Sphenotoma squarrosum",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Sprengelia incarnata",NA,"Australia","Australasia",4,NA
"P. cinnamomi","Stenanthera pinifolia",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Stirlingia tenuifolia",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Stylidium diuroides","Western Australia","Australia","Australasia",4,NA
"P. cinnamomi","Stylidium diuroides",NA,"Australia","Australasia",4,NA
"P. cinnamomi","Stylidium graminifolium",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Styphelia ericoides",NA,"Australia","Australasia",3,NA
"P. cinnamomi","Styphelia humifusa",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Symphytum × uplandicum",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Syncarpia glomulifera",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Syzygium aromaticum",NA,"Malesia","Asia-Tropical",2,NA
"P. cinnamomi","Syzygium bamagense",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Syzygium smithii",NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Tabebuia heterophylla","Netherlands","Middle Europe","Europe",2,NA
"P. cinnamomi","Tanacetum cinerariifolium",NA,NA,NA,2,NA
"P. cinnamomi","Tasmannia lanceolata",NA,"Australia","Australasia",2,"Yes"
"P. cinnamomi","Tasmannia purpurascens",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Taxus baccata","Greece","Southeastern Europe","Europe",5,"Yes"
"P. cinnamomi","Taxus baccata","Hungary","Middle Europe","Europe",2,"Yes"
"P. cinnamomi","Taxus baccata","Netherlands","Middle Europe","Europe",1,"Yes"
"P. cinnamomi","Taxus baccata","Oregon","Northwestern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Taxus baccata","Yugoslavia","Southeastern Europe","Europe",2,"Yes"
"P. cinnamomi","Taxus baccata",NA,"Australia","Australasia",2,"Yes"
"P. cinnamomi","Taxus baccata",NA,"New Zealand","Australasia",2,"Yes"
"P. cinnamomi","Taxus baccata",NA,NA,"Northern America",2,"Yes"
"P. cinnamomi","Taxus cuspidata","Ohio","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Taxus cuspidata","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Taxus cuspidata",NA,NA,"Northern America",4,NA
"P. cinnamomi","Taxus × media","Ohio","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Taxus × media",NA,NA,"Northern America",1,NA
"P. cinnamomi","Tecomaria capensis",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Telopea speciosissima",NA,"Australia","Australasia",5,NA
"P. cinnamomi","Telopea speciosissima",NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Telopea speciosissima",NA,"Southern Africa","Africa",4,NA
"P. cinnamomi","Tetratheca ciliata",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Tetratheca hirsuta",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Tetratheca labillardierei",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Tetratheca pilosa",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Tetratheca procumbens",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Thomasia grandiflora",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Thomasia pauciflora",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Thryptomene baeckeacea",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Thryptomene calycina",NA,"Australia","Australasia",3,NA
"P. cinnamomi","Thryptomene calycina",NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Thryptomene micrantha",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Thuja occidentalis","California","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Thuja occidentalis","Hawaii","North-Central Pacific","Pacific",2,NA
"P. cinnamomi","Thuja occidentalis","Italy","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Thuja occidentalis",NA,"Southern Africa","Africa",1,NA
"P. cinnamomi","Thuja occidentalis",NA,NA,"Northern America",4,NA
"P. cinnamomi","Thuja plicata","Spain","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Toona ciliata","Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Torreya nucifera","Korea","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Trachymene pilosa","Western Australia","Australia","Australasia",1,NA
"P. cinnamomi","Trachymene pilosa",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Trymalium ledifolium",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Tsuga canadensis","North Carolina","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Tsuga canadensis",NA,NA,"Northern America",1,"Yes"
"P. cinnamomi","Tsuga heterophylla",NA,"New Zealand","Australasia",1,"Yes"
"P. cinnamomi","Ugni myricoides",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Ulex europaeus",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Umbellularia californica","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Umbellularia californica",NA,NA,"Northern America",1,NA
"P. cinnamomi","Urostemon kirkii",NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Vaccinium corymbosum","Arkansas","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Vaccinium corymbosum","Austria","Middle Europe","Europe",3,"Yes"
"P. cinnamomi","Vaccinium corymbosum","British Columbia","Western Canada","Northern America",1,"Yes"
"P. cinnamomi","Vaccinium corymbosum","California","Southwestern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Vaccinium corymbosum","Colombia","Western South America","Southern America",1,"Yes"
"P. cinnamomi","Vaccinium corymbosum","Florida","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Vaccinium corymbosum","Germany","Middle Europe","Europe",2,"Yes"
"P. cinnamomi","Vaccinium corymbosum","Italy","Southeastern Europe","Europe",1,"Yes"
"P. cinnamomi","Vaccinium corymbosum","Mexico Southwest","Mexico","Northern America",1,"Yes"
"P. cinnamomi","Vaccinium corymbosum","New Jersey","Northeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Vaccinium corymbosum","North Carolina","Southeastern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Vaccinium corymbosum","Yugoslavia","Southeastern Europe","Europe",3,"Yes"
"P. cinnamomi","Vaccinium corymbosum",NA,"Australia","Australasia",13,"Yes"
"P. cinnamomi","Vaccinium corymbosum",NA,"China","Asia-Temperate",1,"Yes"
"P. cinnamomi","Vaccinium corymbosum",NA,"New Zealand","Australasia",4,"Yes"
"P. cinnamomi","Vaccinium corymbosum",NA,"Southern South America","Southern America",5,"Yes"
"P. cinnamomi","Vaccinium corymbosum",NA,NA,"Northern America",5,"Yes"
"P. cinnamomi","Vaccinium formosum","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Vaccinium formosum",NA,NA,"Northern America",1,NA
"P. cinnamomi","Vaccinium macrocarpon","Massachusetts","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Vaccinium macrocarpon",NA,NA,"Northern America",1,NA
"P. cinnamomi","Vaccinium ovatum","California","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Vaccinium ovatum",NA,NA,"Northern America",2,NA
"P. cinnamomi","Vernicia fordii","Louisiana","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Vernicia fordii",NA,NA,"Northern America",3,NA
"P. cinnamomi","Veronica topiaria",NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Verticordia densiflora",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Verticordia drummondii",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Verticordia huegelii",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Verticordia nitens",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Verticordia plumosa",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Viburnum cylindricum",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Viburnum tinus","Italy","Southeastern Europe","Europe",2,NA
"P. cinnamomi","Viburnum tinus",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Vigna unguiculata",NA,"Australia","Australasia",6,NA
"P. cinnamomi","Viola uliginosa",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Vitex lucens",NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Vitis riparia",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Vitis rupestris",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Vitis rupestris",NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Vitis vinifera","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Vitis vinifera",NA,"Australia","Australasia",9,NA
"P. cinnamomi","Vitis vinifera",NA,"New Zealand","Australasia",6,NA
"P. cinnamomi","Vitis vinifera",NA,"Southern Africa","Africa",18,NA
"P. cinnamomi","Washingtonia filifera",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Widdringtonia cedarbergensis",NA,"Southern Africa","Africa",1,NA
"P. cinnamomi","Widdringtonia nodiflora",NA,"Southern Africa","Africa",1,NA
"P. cinnamomi","Wodyetia bifurcata",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Wollemia nobilis",NA,"Australia","Australasia",70,NA
"P. cinnamomi","Xanthomyrtus compacta","California","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Xanthomyrtus compacta",NA,NA,"Northern America",2,NA
"P. cinnamomi","Xanthorrhoea australis",NA,"Australia","Australasia",7,NA
"P. cinnamomi","Xanthorrhoea australis",NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Xanthorrhoea gracilis",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Xanthorrhoea johnsonii",NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Xanthorrhoea platyphylla",NA,"Australia","Australasia",1,NA
"P. cinnamomi","Xanthorrhoea preissii",NA,"Australia","Australasia",6,NA
"P. cinnamomi","Xanthorrhoea semiplana","South Australia","Australia","Australasia",2,NA
"P. cinnamomi","Xanthorrhoea semiplana",NA,"Australia","Australasia",6,NA
"P. cinnamomi","Xeronema callistemon","New Zealand North","New Zealand","Australasia",1,NA
"P. cinnamomi","Xeronema callistemon",NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Xerophyllum tenax","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Xylomelum occidentale",NA,"Australia","Australasia",2,NA
"P. cinnamomi","Zamia furfuracea","Taiwan","Eastern Asia","Asia-Temperate",1,NA
"P. kernoviae","Agathis australis",NA,"New Zealand","Australasia",1,NA
"P. kernoviae","Annona cherimola",NA,"New Zealand","Australasia",20,NA
"P. kernoviae","Drimys winteri","Ireland","Northern Europe","Europe",1,NA
"P. kernoviae","Drimys winteri",NA,"Southern South America","Southern America",2,NA
"P. kernoviae","Fagus grandiflora",NA,"New Zealand","Australasia",1,NA
"P. kernoviae","Fagus grandiflora",NA,NA,NA,1,NA
"P. kernoviae","Ficus grandiflora",NA,"New Zealand","Australasia",1,NA
"P. kernoviae","Pectinopitys ferruginea",NA,"New Zealand","Australasia",1,NA
"P. kernoviae","Pinus radiata",NA,"New Zealand","Australasia",47,NA
"P. kernoviae","Rhododendron catawbiense",NA,"New Zealand","Australasia",1,NA
"P. kernoviae","Rhododendron ponticum","Ireland","Northern Europe","Europe",1,NA
"P. pinifolia","Pinus radiata","Chile Central","Southern South America","Southern America",1,NA
"P. pinifolia","Pinus radiata",NA,"Southern South America","Southern America",21,NA
"P. pluvialis","Notholithocarpus densiflorus","Oregon","Northwestern U.S.A.","Northern America",2,NA
"P. pluvialis","Notholithocarpus densiflorus",NA,NA,"Northern America",1,NA
"P. pluvialis","Pinus patula",NA,"New Zealand","Australasia",3,NA
"P. pluvialis","Pinus radiata",NA,"New Zealand","Australasia",202,NA
"P. pluvialis","Pseudotsuga menziesii","Oregon","Northwestern U.S.A.","Northern America",7,"Yes"
"P. pluvialis","Pseudotsuga menziesii",NA,"New Zealand","Australasia",16,"Yes"
"P. pluvialis","Pseudotsuga menziesii",NA,NA,"Northern America",2,"Yes"
"P. pseudosyringae","Abies fraseri","Washington","Northwestern U.S.A.","Northern America",1,NA
"P. pseudosyringae","Abies fraseri",NA,NA,"Northern America",1,NA
"P. pseudosyringae","Acer pseudoplatanus","Czechoslovakia","Middle Europe","Europe",2,NA
"P. pseudosyringae","Aesculus hippocastanum","Sweden","Northern Europe","Europe",4,NA
"P. pseudosyringae","Alnus alnobetula","Italy","Southeastern Europe","Europe",1,NA
"P. pseudosyringae","Alnus glutinosa","Germany","Middle Europe","Europe",4,NA
"P. pseudosyringae","Alnus glutinosa","Italy","Southeastern Europe","Europe",4,NA
"P. pseudosyringae","Alnus rubra","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. pseudosyringae","Castanea dentata","Spain","Southwestern Europe","Europe",2,NA
"P. pseudosyringae","Castanea sativa","Italy","Southeastern Europe","Europe",8,NA
"P. pseudosyringae","Castanea sativa","Spain","Southwestern Europe","Europe",1,NA
"P. pseudosyringae","Fagus sylvatica","Germany","Middle Europe","Europe",13,"Yes"
"P. pseudosyringae","Fagus sylvatica","Ireland","Northern Europe","Europe",4,"Yes"
"P. pseudosyringae","Fagus sylvatica","Italy","Southeastern Europe","Europe",4,"Yes"
"P. pseudosyringae","Fagus sylvatica","Netherlands","Middle Europe","Europe",1,"Yes"
"P. pseudosyringae","Fagus sylvatica","Spain","Southwestern Europe","Europe",3,"Yes"
"P. pseudosyringae","Fagus sylvatica","Switzerland","Middle Europe","Europe",3,"Yes"
"P. pseudosyringae","Fraxinus excelsior","Poland","Middle Europe","Europe",7,NA
"P. pseudosyringae","Hedera helix","Italy","Southeastern Europe","Europe",3,NA
"P. pseudosyringae","Ilex aquifolium","Italy","Southeastern Europe","Europe",1,NA
"P. pseudosyringae","Laburnum anagyroides","Germany","Middle Europe","Europe",1,NA
"P. pseudosyringae","Laburnum anagyroidis","Germany","Middle Europe","Europe",1,NA
"P. pseudosyringae","Nothofagus obliqua",NA,"Southern South America","Southern America",2,NA
"P. pseudosyringae","Notholithocarpus densiflorus","Oregon","Northwestern U.S.A.","Northern America",4,NA
"P. pseudosyringae","Notholithocarpus densiflorus",NA,NA,"Northern America",1,NA
"P. pseudosyringae","Quercus agrifolia","California","Southwestern U.S.A.","Northern America",5,NA
"P. pseudosyringae","Quercus agrifolia",NA,NA,"Northern America",4,NA
"P. pseudosyringae","Quercus ilex","Germany","Middle Europe","Europe",1,NA
"P. pseudosyringae","Quercus robur","Germany","Middle Europe","Europe",18,NA
"P. pseudosyringae","Quercus rubra",NA,NA,"Northern America",1,NA
"P. pseudosyringae","Tilia cordata","Germany","Middle Europe","Europe",2,NA
"P. pseudosyringae","Umbellularia californica","California","Southwestern U.S.A.","Northern America",8,NA
"P. pseudosyringae","Umbellularia californica",NA,NA,"Northern America",4,NA
"P. ramorum","Abies grandis","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Abies grandis","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Abies grandis",NA,NA,"Northern America",1,NA
"P. ramorum","Abies magnifica","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Abies magnifica",NA,NA,"Northern America",1,NA
"P. ramorum","Abies procera","Ireland","Northern Europe","Europe",5,"Yes"
"P. ramorum","Acer macrophyllum","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Acer macrophyllum",NA,NA,"Northern America",2,NA
"P. ramorum","Adiantum aleuticum","California","Southwestern U.S.A.","Northern America",3,NA
"P. ramorum","Adiantum aleuticum",NA,NA,"Northern America",2,NA
"P. ramorum","Adiantum jordanii","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Adiantum jordanii",NA,NA,"Northern America",2,NA
"P. ramorum","Aesculus californica","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Aesculus californica",NA,NA,"Northern America",2,NA
"P. ramorum","Arbutus menziesii","California","Southwestern U.S.A.","Northern America",4,NA
"P. ramorum","Arbutus menziesii",NA,NA,"Northern America",5,NA
"P. ramorum","Arbutus unedo","Spain","Southwestern Europe","Europe",2,NA
"P. ramorum","Arctostaphylos glauca",NA,NA,"Northern America",1,NA
"P. ramorum","Arctostaphylos hooveri","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Arctostaphylos manzanita","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Arctostaphylos manzanita",NA,NA,"Northern America",1,NA
"P. ramorum","Arctostaphylos montereyensis","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Arctostaphylos morroensis","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Arctostaphylos pilosula","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Arctostaphylos pumila","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Arctostaphylos silvicola","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Arctostaphylos viridissima",NA,NA,"Northern America",1,NA
"P. ramorum","Berberis aquifolium","Washington","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Calluna vulgaris","Poland","Middle Europe","Europe",2,NA
"P. ramorum","Camellia japonica","Ireland","Northern Europe","Europe",3,NA
"P. ramorum","Camellia japonica","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Camellia japonica","South Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. ramorum","Camellia japonica","Spain","Southwestern Europe","Europe",2,NA
"P. ramorum","Camellia japonica","Washington","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Camellia japonica","Yugoslavia","Southeastern Europe","Europe",1,NA
"P. ramorum","Camellia japonica",NA,NA,"Northern America",3,NA
"P. ramorum","Camellia sasanqua","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Camellia sasanqua","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Camellia sasanqua",NA,NA,"Northern America",2,NA
"P. ramorum","Camellia sinensis",NA,NA,"Northern America",2,NA
"P. ramorum","Castanea sativa","Ireland","Northern Europe","Europe",5,NA
"P. ramorum","Chrysolepis chrysophylla","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Cinnamomum camphora","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Cinnamomum camphora",NA,NA,"Northern America",1,NA
"P. ramorum","Corylus cornuta","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Corylus cornuta",NA,NA,"Northern America",1,NA
"P. ramorum","Fagus grandiflora",NA,NA,"Europe",1,NA
"P. ramorum","Fagus grandiflora",NA,NA,NA,1,NA
"P. ramorum","Fagus sylvatica","Ireland","Northern Europe","Europe",7,"Yes"
"P. ramorum","Frangula californica","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Frangula californica",NA,NA,"Northern America",2,NA
"P. ramorum","Frangula purshiana","California","Southwestern U.S.A.","Northern America",4,NA
"P. ramorum","Frangula purshiana","Oregon","Northwestern U.S.A.","Northern America",4,NA
"P. ramorum","Frangula purshiana",NA,NA,"Northern America",3,NA
"P. ramorum","Fuchsia excorticata",NA,NA,"Northern America",1,NA
"P. ramorum","Gaultheria procumbens","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Gaultheria procumbens",NA,NA,"Northern America",1,NA
"P. ramorum","Gaultheria shallon","Washington","Northwestern U.S.A.","Northern America",2,NA
"P. ramorum","Gaultheria shallon","Western Australia","Australia","Australasia",1,NA
"P. ramorum","Gaylussacia baccata","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Larix kaempferi","France","Southwestern Europe","Europe",1,"Yes"
"P. ramorum","Larix kaempferi","Ireland","Northern Europe","Europe",13,"Yes"
"P. ramorum","Larix kaempferi","Japan","Eastern Asia","Asia-Temperate",1,"Yes"
"P. ramorum","Leptospermum scoparium",NA,NA,"Northern America",1,NA
"P. ramorum","Lonicera hispidula","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Lonicera hispidula",NA,NA,"Northern America",2,NA
"P. ramorum","Lophostemon confertus","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Loropetalum chinense","California","Southwestern U.S.A.","Northern America",3,NA
"P. ramorum","Lysimachia latifolia","California","Southwestern U.S.A.","Northern America",4,NA
"P. ramorum","Lysimachia latifolia",NA,NA,"Northern America",3,NA
"P. ramorum","Magnolia maudiae",NA,NA,NA,1,NA
"P. ramorum","Maianthemum racemosum","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Maianthemum racemosum",NA,NA,"Northern America",1,NA
"P. ramorum","Neopanax arboreus",NA,NA,"Northern America",1,NA
"P. ramorum","Nothofagus fusca",NA,NA,"Northern America",1,NA
"P. ramorum","Notholithocarpus densiflorus","California","Southwestern U.S.A.","Northern America",24,NA
"P. ramorum","Notholithocarpus densiflorus","Georgia","Southeastern U.S.A.","Northern America",1,NA
"P. ramorum","Notholithocarpus densiflorus","Oregon","Northwestern U.S.A.","Northern America",13,NA
"P. ramorum","Notholithocarpus densiflorus",NA,NA,"Northern America",18,NA
"P. ramorum","Osmanthus fragrans","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Osmanthus fragrans",NA,NA,"Northern America",1,NA
"P. ramorum","Osmanthus heterophyllus","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Osmanthus heterophyllus",NA,NA,"Northern America",1,NA
"P. ramorum","Osmanthus heterophyllus",NA,NA,NA,1,NA
"P. ramorum","Photinia arbutifolia","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Photinia arbutifolia",NA,NA,"Northern America",2,NA
"P. ramorum","Photinia × fraseri","Poland","Middle Europe","Europe",2,NA
"P. ramorum","Picea sitchensis","Ireland","Northern Europe","Europe",3,"Yes"
"P. ramorum","Pieris japonica","California","Southwestern U.S.A.","Northern America",1,"Yes"
"P. ramorum","Pieris japonica","Czechoslovakia","Middle Europe","Europe",1,"Yes"
"P. ramorum","Pieris japonica","France","Southwestern Europe","Europe",2,"Yes"
"P. ramorum","Pieris japonica","Ireland","Northern Europe","Europe",3,"Yes"
"P. ramorum","Pieris japonica","Oregon","Northwestern U.S.A.","Northern America",2,"Yes"
"P. ramorum","Pieris japonica","Poland","Middle Europe","Europe",1,"Yes"
"P. ramorum","Pieris japonica","Yugoslavia","Southeastern Europe","Europe",1,"Yes"
"P. ramorum","Pieris japonica",NA,NA,"Northern America",2,"Yes"
"P. ramorum","Pinus radiata",NA,NA,"Northern America",1,NA
"P. ramorum","Pittosporum undulatum",NA,NA,NA,1,NA
"P. ramorum","Prunus laurocerasus","Washington","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Prunus lusitanica","Ireland","Northern Europe","Europe",2,NA
"P. ramorum","Prunus lusitanica",NA,NA,"Northern America",2,NA
"P. ramorum","Pseudotsuga menziesii","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Pseudotsuga menziesii","Oregon","Northwestern U.S.A.","Northern America",2,NA
"P. ramorum","Pseudotsuga menziesii",NA,NA,"Northern America",2,NA
"P. ramorum","Quercus agrifolia","California","Southwestern U.S.A.","Northern America",102,NA
"P. ramorum","Quercus agrifolia",NA,NA,"Northern America",14,NA
"P. ramorum","Quercus chrysolepis","California","Southwestern U.S.A.","Northern America",9,NA
"P. ramorum","Quercus chrysolepis",NA,NA,"Northern America",4,NA
"P. ramorum","Quercus kelloggii","California","Southwestern U.S.A.","Northern America",36,NA
"P. ramorum","Quercus kelloggii",NA,NA,"Northern America",4,NA
"P. ramorum","Quercus parvula","California","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Quercus parvula",NA,NA,"Northern America",2,NA
"P. ramorum","Quercus robur","Ireland","Northern Europe","Europe",2,NA
"P. ramorum","Quercus rubra","Netherlands","Middle Europe","Europe",6,NA
"P. ramorum","Quercus wislizeni","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Rhamnus cathartica","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Rhamnus cathartica",NA,NA,"Northern America",1,NA
"P. ramorum","Rhododendron catawbiense","Finland","Northern Europe","Europe",1,NA
"P. ramorum","Rhododendron catawbiense","Germany","Middle Europe","Europe",10,NA
"P. ramorum","Rhododendron catawbiense","Ireland","Northern Europe","Europe",2,NA
"P. ramorum","Rhododendron catawbiense","Netherlands","Middle Europe","Europe",3,NA
"P. ramorum","Rhododendron catawbiense","Norway","Northern Europe","Europe",1,NA
"P. ramorum","Rhododendron catawbiense","Poland","Middle Europe","Europe",1,NA
"P. ramorum","Rhododendron catawbiense","South Carolina","Southeastern U.S.A.","Northern America",2,NA
"P. ramorum","Rhododendron catawbiense","Spain","Southwestern Europe","Europe",4,NA
"P. ramorum","Rhododendron catawbiense","Switzerland","Middle Europe","Europe",2,NA
"P. ramorum","Rhododendron catawbiense","Yugoslavia","Southeastern Europe","Europe",1,NA
"P. ramorum","Rhododendron catawbiense",NA,NA,"Northern America",2,NA
"P. ramorum","Rhododendron forrestii","Germany","Middle Europe","Europe",2,NA
"P. ramorum","Rhododendron hirsutum","Ireland","Northern Europe","Europe",1,NA
"P. ramorum","Rhododendron hirsutum","Switzerland","Middle Europe","Europe",4,NA
"P. ramorum","Rhododendron impeditum","Switzerland","Middle Europe","Europe",4,NA
"P. ramorum","Rhododendron macrophyllum","Oregon","Northwestern U.S.A.","Northern America",2,NA
"P. ramorum","Rhododendron macrophyllum",NA,NA,"Northern America",1,NA
"P. ramorum","Rhododendron ponticum","Czechoslovakia","Middle Europe","Europe",1,"Yes"
"P. ramorum","Rhododendron ponticum","Ireland","Northern Europe","Europe",13,"Yes"
"P. ramorum","Rhododendron ponticum","Yugoslavia","Southeastern Europe","Europe",1,"Yes"
"P. ramorum","Rhododendron wardii","Germany","Middle Europe","Europe",2,NA
"P. ramorum","Rhododendron yakushimanum","Czechoslovakia","Middle Europe","Europe",3,NA
"P. ramorum","Rhododendron yakushimanum","Germany","Middle Europe","Europe",2,NA
"P. ramorum","Rhododendron yakushimanum","Italy","Southeastern Europe","Europe",2,NA
"P. ramorum","Rosa californica","California","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Rosa gymnocarpa","California","Southwestern U.S.A.","Northern America",3,NA
"P. ramorum","Rosa gymnocarpa",NA,NA,"Northern America",2,NA
"P. ramorum","Rubus spectabilis","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Sequoia sempervirens","California","Southwestern U.S.A.","Northern America",6,NA
"P. ramorum","Sequoia sempervirens",NA,NA,"Northern America",5,NA
"P. ramorum","Toxicodendron diversilobum","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Umbellularia californica","California","Southwestern U.S.A.","Northern America",197,NA
"P. ramorum","Umbellularia californica","Ireland","Northern Europe","Europe",1,NA
"P. ramorum","Umbellularia californica","Oregon","Northwestern U.S.A.","Northern America",2,NA
"P. ramorum","Umbellularia californica",NA,NA,"Northern America",14,NA
"P. ramorum","Vaccinium myrtillus","Ireland","Northern Europe","Europe",5,"Yes"
"P. ramorum","Vaccinium myrtillus","Norway","Northern Europe","Europe",1,"Yes"
"P. ramorum","Vaccinium ovatum","California","Southwestern U.S.A.","Northern America",4,NA
"P. ramorum","Vaccinium ovatum","Oregon","Northwestern U.S.A.","Northern America",5,NA
"P. ramorum","Vaccinium ovatum",NA,NA,"Northern America",5,NA
