"Phytophthora","Host","Level.4","Level.3","Level.2","Level.1","Total","PxH.in.Scotland"
"P. cinnamomi","Daboecia",NA,NA,"Australia","Australasia",4,NA
"P. cinnamomi","Dacrycarpus",NA,NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Dampiera",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Daphne","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Daphne",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Daphne",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Darwinia",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Daviesia",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Desfontainia",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Dianella",NA,NA,"New Zealand","Australasia",2,NA
"P. cinnamomi","Dicksonia",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Dicranopteris",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Dicranopteris",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Didymochlaena",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Dielsiodoxa",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Dillwynia",NA,NA,"Australia","Australasia",9,NA
"P. cinnamomi","Dionaea","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Dionaea",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Diospyros","Taiwan","Taiwan","Eastern Asia","Asia-Temperate",4,NA
"P. cinnamomi","Diplolaena",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Disa",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Dracaena","Florida","Florida","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Dracaena",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Drimys",NA,NA,"Southern South America","Southern America",3,NA
"P. cinnamomi","Drosera",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Durio","Vietnam","Vietnam","Indo-China","Asia-Tropical",3,NA
"P. cinnamomi","Elaeocarpus",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Elaeocarpus",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Encephalartos",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Engelhardia","Taiwan","Taiwan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Entelea",NA,NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Epacris",NA,NA,"Australia","Australasia",17,NA
"P. cinnamomi","Erica","California","California","Southwestern U.S.A.","Northern America",4,"Yes"
"P. cinnamomi","Erica","Germany","Germany","Middle Europe","Europe",2,"Yes"
"P. cinnamomi","Erica","New York","New York","Northeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Erica","Oregon","Oregon","Northwestern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Erica","Poland","Poland","Middle Europe","Europe",2,"Yes"
"P. cinnamomi","Erica","Spain","Spain","Southwestern Europe","Europe",3,"Yes"
"P. cinnamomi","Erica","Switzerland","Switzerland","Middle Europe","Europe",1,"Yes"
"P. cinnamomi","Erica",NA,NA,"Australia","Australasia",8,"Yes"
"P. cinnamomi","Erica",NA,NA,"New Zealand","Australasia",13,"Yes"
"P. cinnamomi","Erica",NA,NA,"Southern Africa","Africa",4,"Yes"
"P. cinnamomi","Erica",NA,NA,NA,"Northern America",3,"Yes"
"P. cinnamomi","Eucalyptus","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Eucalyptus","France","France","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Eucalyptus","Kwazulu-Natal","Kwazulu-Natal","Southern Africa","Africa",1,NA
"P. cinnamomi","Eucalyptus","Spain","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Eucalyptus","Western Australia","Western Australia","Australia","Australasia",1,NA
"P. cinnamomi","Eucalyptus",NA,"Hawaii","North-Central Pacific","Pacific",8,NA
"P. cinnamomi","Eucalyptus",NA,NA,"Australia","Australasia",163,NA
"P. cinnamomi","Eucalyptus",NA,NA,"Brazil","Southern America",1,NA
"P. cinnamomi","Eucalyptus",NA,NA,"New Zealand","Australasia",26,NA
"P. cinnamomi","Eucalyptus",NA,NA,"Southern Africa","Africa",17,NA
"P. cinnamomi","Eucalyptus",NA,NA,NA,"Northern America",5,NA
"P. cinnamomi","Eucryphia",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Eustoma",NA,"Japan","Eastern Asia","Asia-Temperate",5,NA
"P. cinnamomi","Fagus","Czech Republic","Czechoslovakia","Middle Europe","Europe",1,"Yes"
"P. cinnamomi","Fagus","Great Britain","Great Britain","Northern Europe","Europe",1,"Yes"
"P. cinnamomi","Fagus","Taiwan","Taiwan","Eastern Asia","Asia-Temperate",3,"Yes"
"P. cinnamomi","Fagus",NA,NA,NA,"Northern America",2,"Yes"
"P. cinnamomi","Fatsia",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Feijoa",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Ficus","Costa Rica","Costa Rica","Central America","Southern America",1,NA
"P. cinnamomi","Ficus","Florida","Florida","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Ficus","Turkey","Turkey","Western Asia","Asia-Temperate",3,NA
"P. cinnamomi","Ficus",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Flaveria",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Flindersia",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Flindersia",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Forsythia","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Forsythia",NA,NA,"New Zealand","Australasia",2,NA
"P. cinnamomi","Freycinetia",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Freycinetia",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Fuchsia",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Fuchsia",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Gahnia",NA,NA,"New Zealand","Australasia",2,NA
"P. cinnamomi","Garrya",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Gaultheria","Czech Republic","Czechoslovakia","Middle Europe","Europe",1,NA
"P. cinnamomi","Gaultheria","Oregon","Oregon","Northwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Gaultheria",NA,NA,"Australia","Australasia",4,NA
"P. cinnamomi","Gaultheria",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Gaultheria",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Geniostoma",NA,NA,"New Zealand","Australasia",2,NA
"P. cinnamomi","Gerbera",NA,NA,"Australia","Australasia",1,"Yes"
"P. cinnamomi","Gevuina",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Gevuina",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Ginkgo",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Gleichenia",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Glochidion","Taiwan","Taiwan","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Gompholobium",NA,NA,"Australia","Australasia",5,NA
"P. cinnamomi","Gonocarpus",NA,NA,"Australia","Australasia",6,NA
"P. cinnamomi","Goodenia",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Grevillea",NA,NA,"Australia","Australasia",30,NA
"P. cinnamomi","Griselinia","New Zealand North","New Zealand North","New Zealand","Australasia",1,NA
"P. cinnamomi","Griselinia",NA,NA,"New Zealand","Australasia",5,NA
"P. cinnamomi","Gymnostoma",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Hakea",NA,NA,"Australia","Australasia",15,NA
"P. cinnamomi","Hakea",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Hakea",NA,NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Harpullia",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Hedera","Denmark","Denmark","Northern Europe","Europe",2,NA
"P. cinnamomi","Hedycarya",NA,NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Helleborus",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Helmholtzia",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Hesperocyparis",NA,NA,"Australia","Australasia",5,NA
"P. cinnamomi","Hesperocyparis",NA,NA,"New Zealand","Australasia",6,NA
"P. cinnamomi","Hesperoyucca",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Heuchera","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Hibbertia",NA,NA,"Australia","Australasia",24,NA
"P. cinnamomi","Hibiscus",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Hovea",NA,NA,"Australia","Australasia",6,NA
"P. cinnamomi","Hudsonia","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Hudsonia",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Hydrangea",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Hydrangea",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Hydrocotyle",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Hypericum","Taiwan","Taiwan","Eastern Asia","Asia-Temperate",3,NA
"P. cinnamomi","Hypericum",NA,"Japan","Eastern Asia","Asia-Temperate",5,NA
"P. cinnamomi","Hypocalymma","Western Australia","Western Australia","Australia","Australasia",1,NA
"P. cinnamomi","Hypocalymma",NA,NA,"Australia","Australasia",8,NA
"P. cinnamomi","Hypochaeris",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Iberis","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Iberis","Croatia","Yugoslavia","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Idesia","South Korea","Korea","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Idesia",NA,"Korea","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Ilex","Florida","Florida","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Ilex","Maryland","Maryland","Southeastern U.S.A.","Northern America",4,"Yes"
"P. cinnamomi","Ilex","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",3,"Yes"
"P. cinnamomi","Ilex","Poland","Poland","Middle Europe","Europe",2,"Yes"
"P. cinnamomi","Ilex","Virginia","Virginia","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Ilex",NA,NA,NA,"Northern America",6,"Yes"
"P. cinnamomi","Isopogon",NA,NA,"Australia","Australasia",17,NA
"P. cinnamomi","Isopogon",NA,NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Itea","Maryland","Maryland","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Jacaranda",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Juglans","California","California","Southwestern U.S.A.","Northern America",6,NA
"P. cinnamomi","Juglans","Croatia","Yugoslavia","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Juglans","France","France","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Juglans","Italy","Italy","Southeastern Europe","Europe",3,NA
"P. cinnamomi","Juglans","Louisiana","Louisiana","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Juglans","Portugal","Portugal","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Juglans","Spain","Spain","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Juglans","Turkey","Turkey","Western Asia","Asia-Temperate",3,NA
"P. cinnamomi","Juglans",NA,NA,"Australia","Australasia",7,NA
"P. cinnamomi","Juglans",NA,NA,"New Zealand","Australasia",6,NA
"P. cinnamomi","Juglans",NA,NA,"Southern South America","Southern America",18,NA
"P. cinnamomi","Juglans",NA,NA,NA,"Northern America",8,NA
"P. cinnamomi","Juniperus","California","California","Southwestern U.S.A.","Northern America",3,"Yes"
"P. cinnamomi","Juniperus","Georgia","Georgia","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Juniperus","Italy","Italy","Southeastern Europe","Europe",2,"Yes"
"P. cinnamomi","Juniperus","Oregon","Oregon","Northwestern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Juniperus","Sardegna","Sardegna","Southwestern Europe","Europe",1,"Yes"
"P. cinnamomi","Juniperus",NA,NA,"Australia","Australasia",4,"Yes"
"P. cinnamomi","Juniperus",NA,NA,"New Zealand","Australasia",9,"Yes"
"P. cinnamomi","Juniperus",NA,NA,NA,"Northern America",3,"Yes"
"P. cinnamomi","Kadua",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Kalmia","Italy","Italy","Southeastern Europe","Europe",3,"Yes"
"P. cinnamomi","Kalmia","Maryland","Maryland","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Kalmia","North Carolina","North Carolina","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Kalmia","Spain","Spain","Southwestern Europe","Europe",1,"Yes"
"P. cinnamomi","Kalmia",NA,NA,NA,"Northern America",3,"Yes"
"P. cinnamomi","Kingia",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Knightia",NA,NA,"New Zealand","Australasia",5,NA
"P. cinnamomi","Kunzea",NA,NA,"Australia","Australasia",11,NA
"P. cinnamomi","Lactuca",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Lagunaria",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Larix","Maryland","Maryland","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Larix","South Korea","Korea","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Larix",NA,"Korea","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Larix",NA,NA,"New Zealand","Australasia",12,NA
"P. cinnamomi","Larix",NA,NA,NA,"Northern America",5,NA
"P. cinnamomi","Lasiopetalum",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Laurus","Spain","Spain","Southwestern Europe","Europe",2,"Yes"
"P. cinnamomi","Lavandula","Poland","Poland","Middle Europe","Europe",1,NA
"P. cinnamomi","Lavandula",NA,NA,NA,"Europe",1,NA
"P. cinnamomi","Lepidosperma",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Leptecophylla",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Leptecophylla",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Leptecophylla",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Leptospermum",NA,NA,"Australia","Australasia",9,NA
"P. cinnamomi","Leptospermum",NA,NA,"New Zealand","Australasia",5,NA
"P. cinnamomi","Leschenaultia",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Leucadendron","California","California","Southwestern U.S.A.","Northern America",6,NA
"P. cinnamomi","Leucadendron","Turkey","Turkey","Western Asia","Asia-Temperate",2,NA
"P. cinnamomi","Leucadendron","Western Cape Province","Cape Provinces","Southern Africa","Africa",6,NA
"P. cinnamomi","Leucadendron",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Leucadendron",NA,NA,"Australia","Australasia",18,NA
"P. cinnamomi","Leucadendron",NA,NA,"New Zealand","Australasia",13,NA
"P. cinnamomi","Leucadendron",NA,NA,"Southern Africa","Africa",141,NA
"P. cinnamomi","Leucadendron",NA,NA,NA,"Northern America",7,NA
"P. cinnamomi","Leucophyllum","Florida","Florida","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Leucophyllum",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Leucopogon",NA,NA,"Australia","Australasia",21,NA
"P. cinnamomi","Leucopogon",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Leucospermum","California","California","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Leucospermum","Western Cape Province","Cape Provinces","Southern Africa","Africa",12,NA
"P. cinnamomi","Leucospermum",NA,"Hawaii","North-Central Pacific","Pacific",3,NA
"P. cinnamomi","Leucospermum",NA,NA,"Australia","Australasia",12,NA
"P. cinnamomi","Leucospermum",NA,NA,"New Zealand","Australasia",3,NA
"P. cinnamomi","Leucospermum",NA,NA,"Southern Africa","Africa",146,NA
"P. cinnamomi","Leucospermum",NA,NA,NA,"Northern America",2,NA
"P. cinnamomi","Leycesteria",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Lilium","South Korea","Korea","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Lilium","Taiwan","Taiwan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Lilium",NA,"Korea","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Lilium",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Limonium",NA,"Japan","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Liparia",NA,NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Liriodendron",NA,NA,NA,"Northern America",2,NA
"P. cinnamomi","Lissanthe",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Litchi",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Lithocarpus","Taiwan","Taiwan","Eastern Asia","Asia-Temperate",4,NA
"P. cinnamomi","Litsea",NA,NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Lomatia",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Lophomyrtus",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Lophostemon",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Lophostemon",NA,NA,"New Zealand","Australasia",1,NA
"P. cinnamomi","Luma",NA,NA,"Southern South America","Southern America",3,NA
"P. cinnamomi","Lupinus",NA,NA,"Australia","Australasia",19,NA
"P. cinnamomi","Lupinus",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Lycopodium",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Lycopodium",NA,NA,"Australia","Australasia",4,NA
"P. cinnamomi","Lycopodium",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Macadamia","California","California","Southwestern U.S.A.","Northern America",5,NA
"P. cinnamomi","Macadamia","New South Wales","New South Wales","Australia","Australasia",9,NA
"P. cinnamomi","Macadamia","Queensland","Queensland","Australia","Australasia",1,NA
"P. cinnamomi","Macadamia","Taiwan","Taiwan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Macadamia",NA,"Hawaii","North-Central Pacific","Pacific",2,NA
"P. cinnamomi","Macadamia",NA,NA,"Australia","Australasia",12,NA
"P. cinnamomi","Macadamia",NA,NA,"New Zealand","Australasia",9,NA
"P. cinnamomi","Macadamia",NA,NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Macadamia",NA,NA,NA,"Northern America",5,NA
"P. cinnamomi","Machilus","South Korea","Korea","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Machilus","Taiwan","Taiwan","Eastern Asia","Asia-Temperate",3,NA
"P. cinnamomi","Machilus",NA,"Korea","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Macrozamia",NA,NA,"Australia","Australasia",5,NA
"P. cinnamomi","Magnolia","Spain","Spain","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Magnolia","Vietnam","Vietnam","Indo-China","Asia-Tropical",1,NA
"P. cinnamomi","Magnolia",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Magnolia",NA,NA,"New Zealand","Australasia",2,NA
"P. cinnamomi","Mandevilla",NA,NA,"Mexico","Northern America",2,NA
"P. cinnamomi","Melaleuca","Spain","Spain","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Melaleuca",NA,NA,"Australia","Australasia",28,NA
"P. cinnamomi","Melanopsidium","Guatemala","Guatemala","Central America","Southern America",1,NA
"P. cinnamomi","Melanopsidium","Taiwan","Taiwan","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Melanopsidium",NA,NA,"China","Asia-Temperate",1,NA
"P. cinnamomi","Melastoma",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Melastoma",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Melicytus",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Meryta",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Metrosideros",NA,"Hawaii","North-Central Pacific","Pacific",4,NA
"P. cinnamomi","Metrosideros",NA,NA,"Australia","Australasia",4,NA
"P. cinnamomi","Metrosideros",NA,NA,"New Zealand","Australasia",5,NA
"P. cinnamomi","Microbiota","Poland","Poland","Middle Europe","Europe",2,NA
"P. cinnamomi","Micromyrtus",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Mimetes",NA,NA,"Southern Africa","Africa",9,NA
"P. cinnamomi","Mirbelia",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Mitrasacme",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Monotoca",NA,NA,"Australia","Australasia",5,NA
"P. cinnamomi","Mucuna",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Mucuna",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Myrsine",NA,"Hawaii","North-Central Pacific","Pacific",2,NA
"P. cinnamomi","Myrsine",NA,NA,"New Zealand","Australasia",5,NA
"P. cinnamomi","Myrsine",NA,NA,NA,"Northern America",2,NA
"P. cinnamomi","Myrtus","Croatia","Yugoslavia","Southeastern Europe","Europe",4,NA
"P. cinnamomi","Nematolepis",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Neolitsea","Vietnam","Vietnam","Indo-China","Asia-Tropical",1,NA
"P. cinnamomi","Neopanax",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Nestegis",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Nicotiana",NA,NA,NA,NA,1,NA
"P. cinnamomi","Nothofagus","Papua New Guinea","New Guinea","Papuasia","Asia-Tropical",2,NA
"P. cinnamomi","Nothofagus",NA,NA,"Australia","Australasia",15,NA
"P. cinnamomi","Nothofagus",NA,NA,"New Zealand","Australasia",24,NA
"P. cinnamomi","Nothofagus",NA,NA,"Southern South America","Southern America",3,NA
"P. cinnamomi","Notholithocarpus","California","California","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Notholithocarpus","Oregon","Oregon","Northwestern U.S.A.","Northern America",3,NA
"P. cinnamomi","Notholithocarpus",NA,NA,NA,"Northern America",4,NA
"P. cinnamomi","Nymania",NA,NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Ocotea","Honduras","Honduras","Central America","Southern America",2,NA
"P. cinnamomi","Ocotea","Peru","Peru","Western South America","Southern America",2,NA
"P. cinnamomi","Ocotea",NA,NA,"Southern Africa","Africa",2,NA
"P. cinnamomi","Olea","Italy","Italy","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Olea",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Olearia",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Olearia",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Orothamnus",NA,NA,"Southern Africa","Africa",6,NA
"P. cinnamomi","Oxylobium",NA,NA,"Australia","Australasia",11,NA
"P. cinnamomi","Panax","South Korea","Korea","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Pandanus",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Pandorea",NA,NA,"Australia","Australasia",1,NA
"P. cinnamomi","Paranomus",NA,NA,"Southern Africa","Africa",4,NA
"P. cinnamomi","Passiflora","Fiji","Fiji","Southwestern Pacific","Pacific",2,NA
"P. cinnamomi","Passiflora","New Zealand North","New Zealand North","New Zealand","Australasia",1,NA
"P. cinnamomi","Passiflora",NA,NA,"Australia","Australasia",3,NA
"P. cinnamomi","Passiflora",NA,NA,"Brazil","Southern America",1,NA
"P. cinnamomi","Passiflora",NA,NA,"New Zealand","Australasia",5,NA
"P. cinnamomi","Patersonia",NA,NA,"Australia","Australasia",4,NA
"P. cinnamomi","Pectinopitys",NA,NA,"New Zealand","Australasia",4,NA
"P. cinnamomi","Pentameris",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Pericallis",NA,NA,"New Zealand","Australasia",2,"Yes"
"P. cinnamomi","Pericalymma",NA,NA,"Australia","Australasia",2,NA
"P. cinnamomi","Perrottetia",NA,"Hawaii","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Perrottetia",NA,NA,NA,"Northern America",1,NA
"P. cinnamomi","Persea","Barbados","Windward Is.","Caribbean","Southern America",2,NA
"P. cinnamomi","Persea","Bolivia","Bolivia","Western South America","Southern America",2,NA
"P. cinnamomi","Persea","British Virgin Is.","Leeward Is.","Caribbean","Southern America",1,NA
"P. cinnamomi","Persea","California","California","Southwestern U.S.A.","Northern America",13,NA
"P. cinnamomi","Persea","Canary Is.","Canary Is.","Macaronesia","Africa",1,NA
"P. cinnamomi","Persea","Colombia","Colombia","Western South America","Southern America",108,NA
"P. cinnamomi","Persea","Costa Rica","Costa Rica","Central America","Southern America",4,NA
"P. cinnamomi","Persea","Cuba","Cuba","Caribbean","Southern America",1,NA
"P. cinnamomi","Persea","El Salvador","El Salvador","Central America","Southern America",2,NA
"P. cinnamomi","Persea","Fiji","Fiji","Southwestern Pacific","Pacific",2,NA
"P. cinnamomi","Persea","Florida","Florida","Southeastern U.S.A.","Northern America",2,NA
"P. cinnamomi","Persea","Greece","Greece","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Persea","Guatemala","Guatemala","Central America","Southern America",1,NA
"P. cinnamomi","Persea","Honduras","Honduras","Central America","Southern America",3,NA
"P. cinnamomi","Persea","Italy","Italy","Southeastern Europe","Europe",2,NA
"P. cinnamomi","Persea","Kriti","Kriti","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Persea","Madagascar","Madagascar","Western Indian Ocean","Africa",1,NA
"P. cinnamomi","Persea","New Zealand North","New Zealand North","New Zealand","Australasia",1,NA
"P. cinnamomi","Persea","Panamá","Panamá","Central America","Southern America",2,NA
"P. cinnamomi","Persea","Papua New Guinea","New Guinea","Papuasia","Asia-Tropical",4,NA
"P. cinnamomi","Persea","Peru","Peru","Western South America","Southern America",4,NA
"P. cinnamomi","Persea","Puerto Rico","Puerto Rico","Caribbean","Southern America",12,NA
"P. cinnamomi","Persea","Spain","Spain","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Persea","Taiwan","Taiwan","Eastern Asia","Asia-Temperate",4,NA
"P. cinnamomi","Persea","Turkey","Turkey","Western Asia","Asia-Temperate",4,NA
"P. cinnamomi","Persea","Venezuela","Venezuela","Northern South America","Southern America",3,NA
"P. cinnamomi","Persea","Zambia","Zambia","South Tropical Africa","Africa",2,NA
"P. cinnamomi","Persea","Zimbabwe","Zimbabwe","South Tropical Africa","Africa",1,NA
"P. cinnamomi","Persea",NA,"Hawaii","North-Central Pacific","Pacific",3,NA
"P. cinnamomi","Persea",NA,NA,"Australia","Australasia",131,NA
"P. cinnamomi","Persea",NA,NA,"Brazil","Southern America",4,NA
"P. cinnamomi","Persea",NA,NA,"China","Asia-Temperate",1,NA
"P. cinnamomi","Persea",NA,NA,"Malesia","Asia-Tropical",4,NA
"P. cinnamomi","Persea",NA,NA,"Mexico","Northern America",9,NA
