"Phytophthora","Host","Level.2","Level.1","Total","PxH.in.Scotland"
"P. cinnamomi","Rhododendron occidentale",NA,"Northern America",1,NA
"P. cinnamomi","Rhododendron ponticum","North-Central U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron ponticum","Northeastern U.S.A.","Northern America",5,NA
"P. cinnamomi","Rhododendron ponticum","Northwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Rhododendron ponticum","Southeastern U.S.A.","Northern America",3,NA
"P. cinnamomi","Rhododendron ponticum",NA,"Northern America",9,NA
"P. cinnamomi","Rhododendron ponticum",NA,NA,1,NA
"P. cinnamomi","Rhododendron pseudochrysanthum","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Rhododendron simsii","Middle Europe","Europe",6,NA
"P. cinnamomi","Rhododendron tomentosum","Australia","Australasia",2,NA
"P. cinnamomi","Rhododendron tomentosum","Middle Europe","Europe",1,NA
"P. cinnamomi","Rhododendron yakushimanum","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Rhododendron yakushimanum","Middle Europe","Europe",3,NA
"P. cinnamomi","Rhododendron × hybridum","Eastern Asia","Asia-Temperate",1,NA
"P. cinnamomi","Rhododendron × hybridum","Middle Europe","Europe",1,NA
"P. cinnamomi","Richardia brasiliensis","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Richardia brasiliensis",NA,"Northern America",1,NA
"P. cinnamomi","Richardia scabra","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Richardia scabra",NA,"Northern America",1,NA
"P. cinnamomi","Ricinocarpos pinifolius","Australia","Australasia",1,NA
"P. cinnamomi","Ricinus communis","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Ricinus communis",NA,"Northern America",1,NA
"P. cinnamomi","Robinia pseudoacacia","China","Asia-Temperate",4,NA
"P. cinnamomi","Robinia pseudoacacia","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Robinia pseudoacacia",NA,"Northern America",2,NA
"P. cinnamomi","Rubus idaeus","Australia","Australasia",3,NA
"P. cinnamomi","Rubus idaeus","New Zealand","Australasia",12,NA
"P. cinnamomi","Rubus rosifolius","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Rubus rosifolius",NA,"Northern America",1,NA
"P. cinnamomi","Rytidosperma caespitosum","Australia","Australasia",2,NA
"P. cinnamomi","Salvia officinalis","Australia","Australasia",1,NA
"P. cinnamomi","Salvia rosmarinus","Australia","Australasia",1,NA
"P. cinnamomi","Salvia rosmarinus","New Zealand","Australasia",4,NA
"P. cinnamomi","Sarracenia alata","Middle Europe","Europe",1,NA
"P. cinnamomi","Saxegothaea conspicua","Southern South America","Southern America",4,NA
"P. cinnamomi","Scaevola albida","Australia","Australasia",1,NA
"P. cinnamomi","Sciadopitys verticillata","New Zealand","Australasia",4,NA
"P. cinnamomi","Sciadopitys verticillata","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Sciadopitys verticillata","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Senna pleurocarpa","Australia","Australasia",1,NA
"P. cinnamomi","Sequoia sempervirens","New Zealand","Australasia",2,NA
"P. cinnamomi","Sequoia sempervirens","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Sequoiadendron giganteum","Australia","Australasia",2,"Yes"
"P. cinnamomi","Serruria florida","Australia","Australasia",8,NA
"P. cinnamomi","Serruria florida","Southern Africa","Africa",4,NA
"P. cinnamomi","Serruria kraussii","Southern Africa","Africa",2,NA
"P. cinnamomi","Siloxerus multiflorus","Australia","Australasia",2,NA
"P. cinnamomi","Solanum lycopersicum","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Solanum lycopersicum","Southern South America","Southern America",2,NA
"P. cinnamomi","Solanum maglia",NA,"Northern America",1,NA
"P. cinnamomi","Solanum tuberosum",NA,"Northern America",1,NA
"P. cinnamomi","Sophora chrysophylla","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Sophora chrysophylla",NA,"Northern America",1,NA
"P. cinnamomi","Sorbus commixta","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Sphenotoma squarrosa","Australia","Australasia",1,NA
"P. cinnamomi","Sphenotoma squarrosum","Australia","Australasia",1,NA
"P. cinnamomi","Sprengelia incarnata","Australia","Australasia",4,NA
"P. cinnamomi","Stenanthera pinifolia","Australia","Australasia",1,NA
"P. cinnamomi","Stirlingia tenuifolia","Australia","Australasia",1,NA
"P. cinnamomi","Stylidium diuroides","Australia","Australasia",8,NA
"P. cinnamomi","Stylidium graminifolium","Australia","Australasia",1,NA
"P. cinnamomi","Styphelia ericoides","Australia","Australasia",3,NA
"P. cinnamomi","Styphelia humifusa","Australia","Australasia",1,NA
"P. cinnamomi","Symphytum × uplandicum","Australia","Australasia",1,NA
"P. cinnamomi","Syncarpia glomulifera","Australia","Australasia",1,NA
"P. cinnamomi","Syzygium aromaticum","Malesia","Asia-Tropical",2,NA
"P. cinnamomi","Syzygium bamagense","Australia","Australasia",1,NA
"P. cinnamomi","Syzygium smithii","New Zealand","Australasia",4,NA
"P. cinnamomi","Tabebuia heterophylla","Middle Europe","Europe",2,NA
"P. cinnamomi","Tanacetum cinerariifolium",NA,NA,2,NA
"P. cinnamomi","Tasmannia lanceolata","Australia","Australasia",2,"Yes"
"P. cinnamomi","Tasmannia purpurascens","Australia","Australasia",2,NA
"P. cinnamomi","Taxus baccata","Australia","Australasia",2,"Yes"
"P. cinnamomi","Taxus baccata","Middle Europe","Europe",3,"Yes"
"P. cinnamomi","Taxus baccata","New Zealand","Australasia",2,"Yes"
"P. cinnamomi","Taxus baccata","Northwestern U.S.A.","Northern America",2,"Yes"
"P. cinnamomi","Taxus baccata","Southeastern Europe","Europe",7,"Yes"
"P. cinnamomi","Taxus baccata",NA,"Northern America",2,"Yes"
"P. cinnamomi","Taxus cuspidata","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Taxus cuspidata","Northwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Taxus cuspidata",NA,"Northern America",4,NA
"P. cinnamomi","Taxus × media","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Taxus × media",NA,"Northern America",1,NA
"P. cinnamomi","Tecomaria capensis","Australia","Australasia",2,NA
"P. cinnamomi","Telopea speciosissima","Australia","Australasia",5,NA
"P. cinnamomi","Telopea speciosissima","New Zealand","Australasia",4,NA
"P. cinnamomi","Telopea speciosissima","Southern Africa","Africa",4,NA
"P. cinnamomi","Tetratheca ciliata","Australia","Australasia",2,NA
"P. cinnamomi","Tetratheca hirsuta","Australia","Australasia",2,NA
"P. cinnamomi","Tetratheca labillardierei","Australia","Australasia",1,NA
"P. cinnamomi","Tetratheca pilosa","Australia","Australasia",2,NA
"P. cinnamomi","Tetratheca procumbens","Australia","Australasia",1,NA
"P. cinnamomi","Thomasia grandiflora","Australia","Australasia",2,NA
"P. cinnamomi","Thomasia pauciflora","Australia","Australasia",2,NA
"P. cinnamomi","Thryptomene baeckeacea","Australia","Australasia",2,NA
"P. cinnamomi","Thryptomene calycina","Australia","Australasia",3,NA
"P. cinnamomi","Thryptomene calycina","New Zealand","Australasia",4,NA
"P. cinnamomi","Thryptomene micrantha","Australia","Australasia",1,NA
"P. cinnamomi","Thuja occidentalis","North-Central Pacific","Pacific",2,NA
"P. cinnamomi","Thuja occidentalis","Southeastern Europe","Europe",1,NA
"P. cinnamomi","Thuja occidentalis","Southern Africa","Africa",1,NA
"P. cinnamomi","Thuja occidentalis","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Thuja occidentalis",NA,"Northern America",4,NA
"P. cinnamomi","Thuja plicata","Southwestern Europe","Europe",2,NA
"P. cinnamomi","Toona ciliata","North-Central Pacific","Pacific",1,NA
"P. cinnamomi","Torreya nucifera","Eastern Asia","Asia-Temperate",2,NA
"P. cinnamomi","Trachymene pilosa","Australia","Australasia",2,NA
"P. cinnamomi","Trymalium ledifolium","Australia","Australasia",2,NA
"P. cinnamomi","Tsuga canadensis","Southeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Tsuga canadensis",NA,"Northern America",1,"Yes"
"P. cinnamomi","Tsuga heterophylla","New Zealand","Australasia",1,"Yes"
"P. cinnamomi","Ugni myricoides","Australia","Australasia",1,NA
"P. cinnamomi","Ulex europaeus","Australia","Australasia",1,NA
"P. cinnamomi","Umbellularia californica","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Umbellularia californica",NA,"Northern America",1,NA
"P. cinnamomi","Urostemon kirkii","New Zealand","Australasia",4,NA
"P. cinnamomi","Vaccinium corymbosum","Australia","Australasia",13,"Yes"
"P. cinnamomi","Vaccinium corymbosum","China","Asia-Temperate",1,"Yes"
"P. cinnamomi","Vaccinium corymbosum","Mexico","Northern America",1,"Yes"
"P. cinnamomi","Vaccinium corymbosum","Middle Europe","Europe",5,"Yes"
"P. cinnamomi","Vaccinium corymbosum","New Zealand","Australasia",4,"Yes"
"P. cinnamomi","Vaccinium corymbosum","Northeastern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Vaccinium corymbosum","Southeastern Europe","Europe",4,"Yes"
"P. cinnamomi","Vaccinium corymbosum","Southeastern U.S.A.","Northern America",4,"Yes"
"P. cinnamomi","Vaccinium corymbosum","Southern South America","Southern America",5,"Yes"
"P. cinnamomi","Vaccinium corymbosum","Southwestern U.S.A.","Northern America",1,"Yes"
"P. cinnamomi","Vaccinium corymbosum","Western Canada","Northern America",1,"Yes"
"P. cinnamomi","Vaccinium corymbosum","Western South America","Southern America",1,"Yes"
"P. cinnamomi","Vaccinium corymbosum",NA,"Northern America",5,"Yes"
"P. cinnamomi","Vaccinium formosum","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Vaccinium formosum",NA,"Northern America",1,NA
"P. cinnamomi","Vaccinium macrocarpon","Northeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Vaccinium macrocarpon",NA,"Northern America",1,NA
"P. cinnamomi","Vaccinium ovatum","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Vaccinium ovatum",NA,"Northern America",2,NA
"P. cinnamomi","Vernicia fordii","Southeastern U.S.A.","Northern America",1,NA
"P. cinnamomi","Vernicia fordii",NA,"Northern America",3,NA
"P. cinnamomi","Veronica topiaria","New Zealand","Australasia",4,NA
"P. cinnamomi","Verticordia densiflora","Australia","Australasia",2,NA
"P. cinnamomi","Verticordia drummondii","Australia","Australasia",2,NA
"P. cinnamomi","Verticordia huegelii","Australia","Australasia",2,NA
"P. cinnamomi","Verticordia nitens","Australia","Australasia",2,NA
"P. cinnamomi","Verticordia plumosa","Australia","Australasia",2,NA
"P. cinnamomi","Viburnum cylindricum","Australia","Australasia",2,NA
"P. cinnamomi","Viburnum tinus","Australia","Australasia",1,NA
"P. cinnamomi","Viburnum tinus","Southeastern Europe","Europe",2,NA
"P. cinnamomi","Vigna unguiculata","Australia","Australasia",6,NA
"P. cinnamomi","Viola uliginosa","Australia","Australasia",1,NA
"P. cinnamomi","Vitex lucens","New Zealand","Australasia",1,NA
"P. cinnamomi","Vitis riparia","Australia","Australasia",2,NA
"P. cinnamomi","Vitis rupestris","Australia","Australasia",2,NA
"P. cinnamomi","Vitis rupestris","New Zealand","Australasia",4,NA
"P. cinnamomi","Vitis vinifera","Australia","Australasia",9,NA
"P. cinnamomi","Vitis vinifera","New Zealand","Australasia",6,NA
"P. cinnamomi","Vitis vinifera","Southern Africa","Africa",18,NA
"P. cinnamomi","Vitis vinifera","Southwestern Europe","Europe",1,NA
"P. cinnamomi","Washingtonia filifera","Australia","Australasia",1,NA
"P. cinnamomi","Widdringtonia cedarbergensis","Southern Africa","Africa",1,NA
"P. cinnamomi","Widdringtonia nodiflora","Southern Africa","Africa",1,NA
"P. cinnamomi","Wodyetia bifurcata","Australia","Australasia",2,NA
"P. cinnamomi","Wollemia nobilis","Australia","Australasia",70,NA
"P. cinnamomi","Xanthomyrtus compacta","Southwestern U.S.A.","Northern America",2,NA
"P. cinnamomi","Xanthomyrtus compacta",NA,"Northern America",2,NA
"P. cinnamomi","Xanthorrhoea australis","Australia","Australasia",7,NA
"P. cinnamomi","Xanthorrhoea australis","New Zealand","Australasia",1,NA
"P. cinnamomi","Xanthorrhoea gracilis","Australia","Australasia",2,NA
"P. cinnamomi","Xanthorrhoea johnsonii","New Zealand","Australasia",1,NA
"P. cinnamomi","Xanthorrhoea platyphylla","Australia","Australasia",1,NA
"P. cinnamomi","Xanthorrhoea preissii","Australia","Australasia",6,NA
"P. cinnamomi","Xanthorrhoea semiplana","Australia","Australasia",8,NA
"P. cinnamomi","Xeronema callistemon","New Zealand","Australasia",5,NA
"P. cinnamomi","Xerophyllum tenax","Southwestern U.S.A.","Northern America",1,NA
"P. cinnamomi","Xylomelum occidentale","Australia","Australasia",2,NA
"P. cinnamomi","Zamia furfuracea","Eastern Asia","Asia-Temperate",1,NA
"P. kernoviae","Agathis australis","New Zealand","Australasia",1,NA
"P. kernoviae","Annona cherimola","New Zealand","Australasia",20,NA
"P. kernoviae","Drimys winteri","Northern Europe","Europe",1,NA
"P. kernoviae","Drimys winteri","Southern South America","Southern America",2,NA
"P. kernoviae","Fagus grandiflora","New Zealand","Australasia",1,NA
"P. kernoviae","Fagus grandiflora",NA,NA,1,NA
"P. kernoviae","Ficus grandiflora","New Zealand","Australasia",1,NA
"P. kernoviae","Pectinopitys ferruginea","New Zealand","Australasia",1,NA
"P. kernoviae","Pinus radiata","New Zealand","Australasia",47,NA
"P. kernoviae","Rhododendron catawbiense","New Zealand","Australasia",1,NA
"P. kernoviae","Rhododendron ponticum","Northern Europe","Europe",1,NA
"P. pinifolia","Pinus radiata","Southern South America","Southern America",22,NA
"P. pluvialis","Notholithocarpus densiflorus","Northwestern U.S.A.","Northern America",2,NA
"P. pluvialis","Notholithocarpus densiflorus",NA,"Northern America",1,NA
"P. pluvialis","Pinus patula","New Zealand","Australasia",3,NA
"P. pluvialis","Pinus radiata","New Zealand","Australasia",202,NA
"P. pluvialis","Pseudotsuga menziesii","New Zealand","Australasia",16,"Yes"
"P. pluvialis","Pseudotsuga menziesii","Northwestern U.S.A.","Northern America",7,"Yes"
"P. pluvialis","Pseudotsuga menziesii",NA,"Northern America",2,"Yes"
"P. pseudosyringae","Abies fraseri","Northwestern U.S.A.","Northern America",1,NA
"P. pseudosyringae","Abies fraseri",NA,"Northern America",1,NA
"P. pseudosyringae","Acer pseudoplatanus","Middle Europe","Europe",2,NA
"P. pseudosyringae","Aesculus hippocastanum","Northern Europe","Europe",4,NA
"P. pseudosyringae","Alnus alnobetula","Southeastern Europe","Europe",1,NA
"P. pseudosyringae","Alnus glutinosa","Middle Europe","Europe",4,NA
"P. pseudosyringae","Alnus glutinosa","Southeastern Europe","Europe",4,NA
"P. pseudosyringae","Alnus rubra","Northwestern U.S.A.","Northern America",1,NA
"P. pseudosyringae","Castanea dentata","Southwestern Europe","Europe",2,NA
"P. pseudosyringae","Castanea sativa","Southeastern Europe","Europe",8,NA
"P. pseudosyringae","Castanea sativa","Southwestern Europe","Europe",1,NA
"P. pseudosyringae","Fagus sylvatica","Middle Europe","Europe",17,"Yes"
"P. pseudosyringae","Fagus sylvatica","Northern Europe","Europe",4,"Yes"
"P. pseudosyringae","Fagus sylvatica","Southeastern Europe","Europe",4,"Yes"
"P. pseudosyringae","Fagus sylvatica","Southwestern Europe","Europe",3,"Yes"
"P. pseudosyringae","Fraxinus excelsior","Middle Europe","Europe",7,NA
"P. pseudosyringae","Hedera helix","Southeastern Europe","Europe",3,NA
"P. pseudosyringae","Ilex aquifolium","Southeastern Europe","Europe",1,NA
"P. pseudosyringae","Laburnum anagyroides","Middle Europe","Europe",1,NA
"P. pseudosyringae","Laburnum anagyroidis","Middle Europe","Europe",1,NA
"P. pseudosyringae","Nothofagus alpina","Northern Europe","Europe",1,NA
"P. pseudosyringae","Nothofagus obliqua","Northern Europe","Europe",1,NA
"P. pseudosyringae","Nothofagus obliqua","Southern South America","Southern America",2,NA
"P. pseudosyringae","Notholithocarpus densiflorus","Northwestern U.S.A.","Northern America",4,NA
"P. pseudosyringae","Notholithocarpus densiflorus",NA,"Northern America",1,NA
"P. pseudosyringae","Quercus agrifolia","Southwestern U.S.A.","Northern America",5,NA
"P. pseudosyringae","Quercus agrifolia",NA,"Northern America",4,NA
"P. pseudosyringae","Quercus ilex","Middle Europe","Europe",1,NA
"P. pseudosyringae","Quercus robur","Middle Europe","Europe",18,NA
"P. pseudosyringae","Quercus rubra",NA,"Northern America",1,NA
"P. pseudosyringae","Tilia cordata","Middle Europe","Europe",2,NA
"P. pseudosyringae","Umbellularia californica","Southwestern U.S.A.","Northern America",8,NA
"P. pseudosyringae","Umbellularia californica",NA,"Northern America",4,NA
"P. ramorum","Abies grandis","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Abies grandis","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Abies grandis",NA,"Northern America",1,NA
"P. ramorum","Abies magnifica","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Abies magnifica",NA,"Northern America",1,NA
"P. ramorum","Abies procera","Northern Europe","Europe",5,"Yes"
"P. ramorum","Acer macrophyllum","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Acer macrophyllum",NA,"Northern America",2,NA
"P. ramorum","Adiantum aleuticum","Southwestern U.S.A.","Northern America",3,NA
"P. ramorum","Adiantum aleuticum",NA,"Northern America",2,NA
"P. ramorum","Adiantum jordanii","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Adiantum jordanii",NA,"Northern America",2,NA
"P. ramorum","Aesculus californica","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Aesculus californica",NA,"Northern America",2,NA
"P. ramorum","Arbutus menziesii","Southwestern U.S.A.","Northern America",4,NA
"P. ramorum","Arbutus menziesii",NA,"Northern America",5,NA
"P. ramorum","Arbutus unedo","Southwestern Europe","Europe",2,NA
"P. ramorum","Arctostaphylos glauca",NA,"Northern America",1,NA
"P. ramorum","Arctostaphylos hooveri","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Arctostaphylos manzanita","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Arctostaphylos manzanita",NA,"Northern America",1,NA
"P. ramorum","Arctostaphylos montereyensis","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Arctostaphylos morroensis","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Arctostaphylos pilosula","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Arctostaphylos pumila","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Arctostaphylos silvicola","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Arctostaphylos viridissima",NA,"Northern America",1,NA
"P. ramorum","Berberis aquifolium","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Calluna vulgaris","Middle Europe","Europe",2,NA
"P. ramorum","Camellia japonica","Northern Europe","Europe",3,NA
"P. ramorum","Camellia japonica","Northwestern U.S.A.","Northern America",2,NA
"P. ramorum","Camellia japonica","Southeastern Europe","Europe",1,NA
"P. ramorum","Camellia japonica","Southeastern U.S.A.","Northern America",1,NA
"P. ramorum","Camellia japonica","Southwestern Europe","Europe",2,NA
"P. ramorum","Camellia japonica",NA,"Northern America",3,NA
"P. ramorum","Camellia sasanqua","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Camellia sasanqua","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Camellia sasanqua",NA,"Northern America",2,NA
"P. ramorum","Camellia sinensis",NA,"Northern America",2,NA
"P. ramorum","Castanea sativa","Northern Europe","Europe",5,NA
"P. ramorum","Chrysolepis chrysophylla","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Cinnamomum camphora","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Cinnamomum camphora",NA,"Northern America",1,NA
"P. ramorum","Corylus cornuta","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Corylus cornuta",NA,"Northern America",1,NA
"P. ramorum","Fagus grandiflora",NA,"Europe",1,NA
"P. ramorum","Fagus grandiflora",NA,NA,1,NA
"P. ramorum","Fagus sylvatica","Northern Europe","Europe",7,"Yes"
"P. ramorum","Frangula californica","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Frangula californica",NA,"Northern America",2,NA
"P. ramorum","Frangula purshiana","Northwestern U.S.A.","Northern America",4,NA
"P. ramorum","Frangula purshiana","Southwestern U.S.A.","Northern America",4,NA
"P. ramorum","Frangula purshiana",NA,"Northern America",3,NA
"P. ramorum","Fuchsia excorticata",NA,"Northern America",1,NA
"P. ramorum","Gaultheria procumbens","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Gaultheria procumbens",NA,"Northern America",1,NA
"P. ramorum","Gaultheria shallon","Australia","Australasia",1,NA
"P. ramorum","Gaultheria shallon","Northwestern U.S.A.","Northern America",2,NA
"P. ramorum","Gaylussacia baccata","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Larix kaempferi","Eastern Asia","Asia-Temperate",1,"Yes"
"P. ramorum","Larix kaempferi","Northern Europe","Europe",13,"Yes"
"P. ramorum","Larix kaempferi","Southwestern Europe","Europe",1,"Yes"
"P. ramorum","Leptospermum scoparium",NA,"Northern America",1,NA
"P. ramorum","Lonicera hispidula","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Lonicera hispidula",NA,"Northern America",2,NA
"P. ramorum","Lophostemon confertus","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Loropetalum chinense","Southwestern U.S.A.","Northern America",3,NA
"P. ramorum","Lysimachia latifolia","Southwestern U.S.A.","Northern America",4,NA
"P. ramorum","Lysimachia latifolia",NA,"Northern America",3,NA
"P. ramorum","Magnolia maudiae",NA,NA,1,NA
"P. ramorum","Maianthemum racemosum","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Maianthemum racemosum",NA,"Northern America",1,NA
"P. ramorum","Neopanax arboreus",NA,"Northern America",1,NA
"P. ramorum","Nothofagus fusca",NA,"Northern America",1,NA
"P. ramorum","Notholithocarpus densiflorus","Northwestern U.S.A.","Northern America",13,NA
"P. ramorum","Notholithocarpus densiflorus","Southeastern U.S.A.","Northern America",1,NA
"P. ramorum","Notholithocarpus densiflorus","Southwestern U.S.A.","Northern America",24,NA
"P. ramorum","Notholithocarpus densiflorus",NA,"Northern America",18,NA
"P. ramorum","Osmanthus fragrans","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Osmanthus fragrans",NA,"Northern America",1,NA
"P. ramorum","Osmanthus heterophyllus","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Osmanthus heterophyllus",NA,"Northern America",1,NA
"P. ramorum","Osmanthus heterophyllus",NA,NA,1,NA
"P. ramorum","Photinia arbutifolia","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Photinia arbutifolia",NA,"Northern America",2,NA
"P. ramorum","Photinia × fraseri","Middle Europe","Europe",2,NA
"P. ramorum","Picea sitchensis","Northern Europe","Europe",3,"Yes"
"P. ramorum","Pieris japonica","Middle Europe","Europe",2,"Yes"
"P. ramorum","Pieris japonica","Northern Europe","Europe",3,"Yes"
"P. ramorum","Pieris japonica","Northwestern U.S.A.","Northern America",2,"Yes"
"P. ramorum","Pieris japonica","Southeastern Europe","Europe",1,"Yes"
"P. ramorum","Pieris japonica","Southwestern Europe","Europe",2,"Yes"
"P. ramorum","Pieris japonica","Southwestern U.S.A.","Northern America",1,"Yes"
"P. ramorum","Pieris japonica",NA,"Northern America",2,"Yes"
"P. ramorum","Pinus radiata",NA,"Northern America",1,NA
"P. ramorum","Pittosporum undulatum",NA,NA,1,NA
"P. ramorum","Prunus laurocerasus","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Prunus lusitanica","Northern Europe","Europe",2,NA
"P. ramorum","Prunus lusitanica",NA,"Northern America",2,NA
"P. ramorum","Pseudotsuga menziesii","Northwestern U.S.A.","Northern America",2,NA
"P. ramorum","Pseudotsuga menziesii","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Pseudotsuga menziesii",NA,"Northern America",2,NA
"P. ramorum","Quercus agrifolia","Southwestern U.S.A.","Northern America",102,NA
"P. ramorum","Quercus agrifolia",NA,"Northern America",14,NA
"P. ramorum","Quercus chrysolepis","Southwestern U.S.A.","Northern America",9,NA
"P. ramorum","Quercus chrysolepis",NA,"Northern America",4,NA
"P. ramorum","Quercus kelloggii","Southwestern U.S.A.","Northern America",36,NA
"P. ramorum","Quercus kelloggii",NA,"Northern America",4,NA
"P. ramorum","Quercus parvula","Southwestern U.S.A.","Northern America",2,NA
"P. ramorum","Quercus parvula",NA,"Northern America",2,NA
"P. ramorum","Quercus robur","Northern Europe","Europe",2,NA
"P. ramorum","Quercus rubra","Middle Europe","Europe",6,NA
"P. ramorum","Quercus wislizeni","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Rhamnus cathartica","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Rhamnus cathartica",NA,"Northern America",1,NA
"P. ramorum","Rhododendron catawbiense","Middle Europe","Europe",16,NA
"P. ramorum","Rhododendron catawbiense","Northern Europe","Europe",4,NA
"P. ramorum","Rhododendron catawbiense","Southeastern Europe","Europe",1,NA
"P. ramorum","Rhododendron catawbiense","Southeastern U.S.A.","Northern America",2,NA
"P. ramorum","Rhododendron catawbiense","Southwestern Europe","Europe",4,NA
"P. ramorum","Rhododendron catawbiense",NA,"Northern America",2,NA
"P. ramorum","Rhododendron forrestii","Middle Europe","Europe",2,NA
"P. ramorum","Rhododendron hirsutum","Middle Europe","Europe",4,NA
"P. ramorum","Rhododendron hirsutum","Northern Europe","Europe",1,NA
"P. ramorum","Rhododendron impeditum","Middle Europe","Europe",4,NA
"P. ramorum","Rhododendron macrophyllum","Northwestern U.S.A.","Northern America",2,NA
"P. ramorum","Rhododendron macrophyllum",NA,"Northern America",1,NA
"P. ramorum","Rhododendron ponticum","Middle Europe","Europe",1,"Yes"
"P. ramorum","Rhododendron ponticum","Northern Europe","Europe",13,"Yes"
"P. ramorum","Rhododendron ponticum","Southeastern Europe","Europe",1,"Yes"
"P. ramorum","Rhododendron wardii","Middle Europe","Europe",2,NA
"P. ramorum","Rhododendron yakushimanum","Middle Europe","Europe",5,NA
"P. ramorum","Rhododendron yakushimanum","Southeastern Europe","Europe",2,NA
"P. ramorum","Rosa californica","Southwestern U.S.A.","Northern America",1,NA
"P. ramorum","Rosa gymnocarpa","Southwestern U.S.A.","Northern America",3,NA
"P. ramorum","Rosa gymnocarpa",NA,"Northern America",2,NA
"P. ramorum","Rubus spectabilis","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Sequoia sempervirens","Southwestern U.S.A.","Northern America",6,NA
"P. ramorum","Sequoia sempervirens",NA,"Northern America",5,NA
"P. ramorum","Toxicodendron diversilobum","Northwestern U.S.A.","Northern America",1,NA
"P. ramorum","Umbellularia californica","Northern Europe","Europe",1,NA
"P. ramorum","Umbellularia californica","Northwestern U.S.A.","Northern America",2,NA
"P. ramorum","Umbellularia californica","Southwestern U.S.A.","Northern America",197,NA
"P. ramorum","Umbellularia californica",NA,"Northern America",14,NA
"P. ramorum","Vaccinium myrtillus","Northern Europe","Europe",6,"Yes"
"P. ramorum","Vaccinium ovatum","Northwestern U.S.A.","Northern America",5,NA
"P. ramorum","Vaccinium ovatum","Southwestern U.S.A.","Northern America",4,NA
"P. ramorum","Vaccinium ovatum",NA,"Northern America",5,NA
"P. ramorum","Vaccinium parvifolium","Northwestern U.S.A.","Northern America",2,NA
"P. ramorum","Viburnum davidi","Northern Europe","Europe",3,NA
"P. ramorum","Viburnum farreri","Middle Europe","Europe",7,NA
